PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
r300r900c,r1800c,k,k,TcTsTh5h4d5sQh8s9h,1800|-1800,sturc.martin.3,DeepStack 
r300f,,,,4dJhKsQs,-100|100,sturc.martin.4,DeepStack 
r300f,,,,3cQdAd2c,-100|100,DeepStack,sturc.martin.1 
r300f,,,,5h9s6c7c,-100|100,DeepStack,sturc.martin.4 
r300c,k,k,cr900f,4sKdJdTh6h2d5sAs7h,-300|300,sturc.martin.1,DeepStack 
r300f,,,,Jd7hJsAc,-100|100,sturc.martin.4,DeepStack 
f,,,,6d2s7s3d,50|-50,DeepStack,sturc.martin.3 
f,,,,5s7cJd6c,50|-50,DeepStack,sturc.martin.4 
r300c,k,k,r900c,3dAh8hKh4c5dAsKs3s,900|-900,DeepStack,sturc.martin.2 
r300f,,,,8d6cAsJc,-100|100,sturc.martin.3,DeepStack 
r300c,k,cr600c,k,Kd8cKhTc9c8d3hTs6c,-600|600,DeepStack,sturc.martin.3 
r200r700f,,,,2sKsJs7c,200|-200,sturc.martin.4,DeepStack 
cr400c,k,r800c,k,Th7hTd9c9h7c3s4c5d,-800|800,sturc.martin.2,DeepStack 
f,,,,6c3d2c5c,50|-50,DeepStack,sturc.martin.4 
r300r900r2400c,cr4800f,,,TsJsKc6c6d8hKd,-2400|2400,DeepStack,sturc.martin.1 
r200f,,,,3c5sAd9d,-100|100,sturc.martin.4,DeepStack 
f,,,,4c6d5s3c,50|-50,DeepStack,sturc.martin.4 
r200f,,,,2s5sTc2c,-100|100,sturc.martin.4,DeepStack 
r300f,,,,4s6cKc5d,-100|100,sturc.martin.1,DeepStack 
cr500f,,,,TdTh7s4h,100|-100,sturc.martin.3,DeepStack 
r300f,,,,Qs4c8d5d,-100|100,DeepStack,sturc.martin.4 
f,,,,8sQs5s4h,50|-50,DeepStack,sturc.martin.3 
r300f,,,,6hQs3cAs,-100|100,DeepStack,sturc.martin.2 
f,,,,Ks5h3d9s,50|-50,DeepStack,sturc.martin.1 
r200c,k,cr600f,,7cAs4d6dQd3sKd8s,-200|200,sturc.martin.4,DeepStack 
r200c,cr600f,,,Kd7s5d4s5sAhTc,-200|200,sturc.martin.3,DeepStack 
f,,,,4s5c2c4h,50|-50,sturc.martin.1,DeepStack 
f,,,,8hQh3d4h,50|-50,DeepStack,sturc.martin.1 
cr400f,,,,AsTh9s5c,100|-100,sturc.martin.2,DeepStack 
f,,,,5hJd8s7c,50|-50,DeepStack,sturc.martin.4 
f,,,,AdAs3s9h,50|-50,DeepStack,sturc.martin.3 
r300f,,,,4c6dJc7d,-100|100,sturc.martin.4,DeepStack 
k,cr200c,k,k,Ks3dAc2cJhKc8h8c9h,200|-200,sturc.martin.3,DeepStack 
r200f,,,,3s9dQh6h,-100|100,sturc.martin.1,DeepStack 
r300c,k,k,cr600c,3sTsTc7d5c6h7c4c8c,-600|600,DeepStack,sturc.martin.2 
f,,,,Ts3h4d9h,50|-50,DeepStack,sturc.martin.4 
f,,,,3hKh3dTc,50|-50,DeepStack,sturc.martin.1 
r300r900c,r1800r3600f,,,AdKh8s7s8dJhJs,-1800|1800,sturc.martin.4,DeepStack 
k,k,r200c,r400f,9c2h9hJdAh7sAd3c8h,200|-200,sturc.martin.1,DeepStack 
f,,,,Qd6s3s2h,50|-50,DeepStack,sturc.martin.3 
k,cr300f,,,2h3d2s7s7d6sQh,-100|100,sturc.martin.3,DeepStack 
r300c,cr600f,,,Kc9d2cKsJd5c3h,-300|300,sturc.martin.2,DeepStack 
f,,,,3cKdTd5c,50|-50,DeepStack,sturc.martin.4 
f,,,,4s6h6s2d,50|-50,sturc.martin.4,DeepStack 
f,,,,5c8d5sTd,50|-50,DeepStack,sturc.martin.3 
r300f,,,,7h5dKc3h,-100|100,DeepStack,sturc.martin.1 
r300c,k,k,cr20000f,As3c5sAh6c7h8hJh5h,-300|300,DeepStack,sturc.martin.4 
r300c,k,k,k,3dAsQhTc2c6cKh8s9d,300|-300,sturc.martin.3,DeepStack 
r300r900c,k,cr1800c,k,4h4cTc8sAs8d6d3dJd,-1800|1800,DeepStack,sturc.martin.2 
r200c,k,cr600c,cr1800c,TsKh9h2hJd4h6hKs5d,1800|-1800,sturc.martin.1,DeepStack 
f,,,,2d8hKh5s,50|-50,DeepStack,sturc.martin.3 
r300r900c,cr1800f,,,8hAd3dQdJd7d3s,-900|900,sturc.martin.4,DeepStack 
r200f,,,,4s9dAh4h,-100|100,sturc.martin.2,DeepStack 
r200f,,,,9c6sAdAs,-100|100,sturc.martin.3,DeepStack 
f,,,,Ad6d4s3d,50|-50,DeepStack,sturc.martin.3 
r200c,cr400f,,,7sKh6dJc4dQd3c,-200|200,sturc.martin.3,DeepStack 
r300c,k,r600f,,5c6d5s4cKd8c3c5h,300|-300,DeepStack,sturc.martin.4 
r300r900f,,,,KhAhQd5c,300|-300,DeepStack,sturc.martin.1 
r300c,k,cr600c,cr1200c,6hKsQdAsKh7h2cQhTc,1200|-1200,DeepStack,sturc.martin.2 
f,,,,AhKc3h6s,50|-50,DeepStack,sturc.martin.3 
r300f,,,,4hKcQc5c,-100|100,sturc.martin.3,DeepStack 
cr400f,,,,8dKsTh2c,100|-100,sturc.martin.1,DeepStack 
f,,,,AcKd7s2c,50|-50,DeepStack,sturc.martin.3 
r200c,cr400c,cr1200c,k,As8cQc4h7c7h5h8h4d,1200|-1200,sturc.martin.4,DeepStack 
r200r700f,,,,AsQd3d5c,200|-200,sturc.martin.3,DeepStack 
r300c,k,k,k,6dAhTdAs4h9c8hQhKs,-300|300,DeepStack,sturc.martin.3 
r300c,cr900c,k,cr1800c,AcJd7sAd7h2d8sKc7d,-1800|1800,sturc.martin.2,DeepStack 
r300r900c,r1800c,r5400f,,Qd8dJsJh5d3dKcAc,1800|-1800,DeepStack,sturc.martin.1 
r300f,,,,6cJhQhAh,-100|100,sturc.martin.3,DeepStack 
r300f,,,,6s4cJs9h,-100|100,DeepStack,sturc.martin.4 
r300r900c,k,cr1800c,cr5400f,QcQs5d6d6h2cKs6sTd,-1800|1800,DeepStack,sturc.martin.3 
f,,,,5dQh4d2c,50|-50,sturc.martin.4,DeepStack 
r300f,,,,4d2sTcAd,-100|100,DeepStack,sturc.martin.4 
r300f,,,,2cKh9d6s,-100|100,DeepStack,sturc.martin.2 
r200c,cr600f,,,4hQcKc5d4cJc3s,-200|200,sturc.martin.4,DeepStack 
r300c,cr900c,cr2700r5600c,r14000c,8hTsJc9sJd9d4s7hAh,14000|-14000,sturc.martin.1,DeepStack 
r200c,cr400c,cr800c,r2400f,5dKc7c6h5h3s6cTc5c,800|-800,sturc.martin.2,DeepStack 
r200f,,,,3d5sJs9h,-100|100,sturc.martin.3,DeepStack 
f,,,,Jc6h9c5s,50|-50,DeepStack,sturc.martin.3 
r300c,cr600f,,,8sAc4d4c3s5h7d,-300|300,sturc.martin.3,DeepStack 
r300c,k,r600r1500f,,8sQc9s8h3s5d7h6d,-600|600,DeepStack,sturc.martin.4 
k,k,k,r300f,4c6cJh3d4s7hQd2h6d,100|-100,sturc.martin.4,DeepStack 
r300f,,,,Ts2d3dKh,-100|100,DeepStack,sturc.martin.1 
f,,,,8h4hJs8d,50|-50,DeepStack,sturc.martin.3 
k,cr200r400c,r1000c,r5000c,7c7d3sKs7sKc6cQs5h,5000|-5000,sturc.martin.3,DeepStack 
f,,,,7cJc2d8c,50|-50,DeepStack,sturc.martin.2 
r300f,,,,6cQs8d8s,-100|100,sturc.martin.1,DeepStack 
k,k,r300f,,9h4hJh3s4c6d9cAh,100|-100,sturc.martin.2,DeepStack 
f,,,,5d4h2cJd,50|-50,DeepStack,sturc.martin.4 
r300f,,,,Ks3dKd6s,-100|100,DeepStack,sturc.martin.1 
f,,,,3h9d9c3s,50|-50,sturc.martin.1,DeepStack 
f,,,,Kh6dTd6c,50|-50,DeepStack,sturc.martin.1 
r300f,,,,5hJcTdTh,-100|100,DeepStack,sturc.martin.2 
r300c,r600c,r1200c,r3000c,9sThKhAc7h2c2s8cAs,-3000|3000,sturc.martin.2,DeepStack 
r200c,cr600c,k,r1500f,3hThQs5c3d3s4h9dJd,600|-600,sturc.martin.1,DeepStack 
r200c,k,k,k,6s2sKh3s9cJc5d8s8d,-200|200,sturc.martin.4,DeepStack 
r300c,k,r900f,,4hQhQd5s9cTh8sAh,300|-300,DeepStack,sturc.martin.3 
r300f,,,,4dTs9h6d,-100|100,DeepStack,sturc.martin.1 
k,cr200c,k,r400f,3hJsTs5h4cAdJcAs7d,200|-200,sturc.martin.3,DeepStack 
r300f,,,,Jh5sAs3d,-100|100,DeepStack,sturc.martin.4 
r300c,cr600c,r1200f,,Ac7sJc2sKcTsKsQs,600|-600,DeepStack,sturc.martin.2 
r200c,cr400r800c,r1600c,r3200f,KdQsJd9d3dQd4c6hJs,1600|-1600,sturc.martin.4,DeepStack 
f,,,,Ts8c9c3s,50|-50,sturc.martin.1,DeepStack 
f,,,,8s8d7s3c,50|-50,DeepStack,sturc.martin.1 
f,,,,8hAs4dTh,50|-50,DeepStack,sturc.martin.3 
cr500f,,,,AcKd3h6c,100|-100,sturc.martin.3,DeepStack 
r300f,,,,4sTdJcQc,-100|100,DeepStack,sturc.martin.3 
k,cr200f,,,4h9d2c6cJc7cKd,-100|100,sturc.martin.2,DeepStack 
r200c,cr600c,k,r1800c,Qh5hAd6cQs4d6h4hJh,1800|-1800,sturc.martin.1,DeepStack 
f,,,,Qc3c9c3s,50|-50,sturc.martin.3,DeepStack 
r300r900c,r1800f,,,9h8hTsAc5h2s4h,900|-900,DeepStack,sturc.martin.3 
r300c,k,k,k,Jd7c4c3h2h6dQsThQh,300|-300,DeepStack,sturc.martin.4 
f,,,,Ad2s6cTh,50|-50,DeepStack,sturc.martin.2 
cr500c,k,r1250f,,6h8h4dQdJc7s2h9h,500|-500,sturc.martin.2,DeepStack 
f,,,,QsKh8s2c,50|-50,sturc.martin.3,DeepStack 
f,,,,2dTs3d6h,50|-50,DeepStack,sturc.martin.3 
r300c,cr750c,k,cr1500c,Kh9cQhJd6h2hJh9hJc,1500|-1500,DeepStack,sturc.martin.1 
r300f,,,,9hKsJh7s,-100|100,sturc.martin.3,DeepStack 
k,k,k,k,5d2h5hAdKd5s6h4hQs,-100|100,sturc.martin.4,DeepStack 
f,,,,3cJs5cTh,50|-50,DeepStack,sturc.martin.3 
r300c,k,r900c,r20000f,3d3sKcTs8h3h4dKs3c,900|-900,sturc.martin.3,DeepStack 
r300f,,,,3s2c7sQc,-100|100,DeepStack,sturc.martin.2 
r300c,k,k,r600c,7dKsAd8hJcTcKcTs3h,600|-600,DeepStack,sturc.martin.4 
r300f,,,,Jh6d5h7h,-100|100,sturc.martin.1,DeepStack 
r300f,,,,2hKdTs9h,-100|100,DeepStack,sturc.martin.3 
r300r900f,,,,2d5dQd4s,300|-300,sturc.martin.2,DeepStack 
k,r200r600c,cr1200f,,5hTd9d6h5s4d2d3h,-600|600,sturc.martin.3,DeepStack 
f,,,,4h3hTd4d,50|-50,DeepStack,sturc.martin.1 
r200f,,,,Js2c9h9s,-100|100,sturc.martin.4,DeepStack 
f,,,,Kc6h3c6d,50|-50,DeepStack,sturc.martin.3 
r300c,k,k,r600f,Ah5d7h6s3sJsQdTcAs,300|-300,DeepStack,sturc.martin.4 
k,k,k,cr300f,2sQsTs3d6s5sAc8cTc,-100|100,sturc.martin.3,DeepStack 
r300f,,,,2cTd2hKh,-100|100,DeepStack,sturc.martin.2 
r200r600f,,,,8hAh4s9s,200|-200,sturc.martin.1,DeepStack 
r300f,,,,Tc6sAd2c,-100|100,DeepStack,sturc.martin.1 
f,,,,Ks9c3h7d,50|-50,sturc.martin.2,DeepStack 
r300c,cr600c,k,k,AhTd6h6d5s3sKhTcQc,600|-600,DeepStack,sturc.martin.2 
f,,,,9cQs7s2h,50|-50,sturc.martin.4,DeepStack 
r200r700f,,,,4cAcQs5c,200|-200,sturc.martin.1,DeepStack 
f,,,,Jh4d2d9c,50|-50,DeepStack,sturc.martin.3 
f,,,,As3s5h4s,50|-50,DeepStack,sturc.martin.4 
r300f,,,,Kd8hTcAd,-100|100,sturc.martin.3,DeepStack 
r300f,,,,8d2h3dAh,-100|100,sturc.martin.4,DeepStack 
r300c,cr600f,,,5hThAhAd8cAc3c,-300|300,DeepStack,sturc.martin.1 
r300c,k,k,r900f,3h9h3s4h6hQc2c7c2s,300|-300,DeepStack,sturc.martin.3 
r300c,k,cr600f,,9d6d2d4d3d8c3cJs,-300|300,DeepStack,sturc.martin.4 
k,k,cr200f,,Th5cQc7c8c3hAc4s,-100|100,sturc.martin.1,DeepStack 
r300f,,,,6hQc3dJd,-100|100,sturc.martin.2,DeepStack 
r300f,,,,7c5sTsQd,-100|100,sturc.martin.3,DeepStack 
r300f,,,,5sQhAh7h,-100|100,DeepStack,sturc.martin.2 
f,,,,5s5hTh8c,50|-50,DeepStack,sturc.martin.3 
k,cr300f,,,3cTd8d8c6s8s2s,-100|100,sturc.martin.2,DeepStack 
r300c,r600f,,,3d7dTc9d5c2c4d,300|-300,DeepStack,sturc.martin.1 
f,,,,9hTc8c3s,50|-50,sturc.martin.4,DeepStack 
r200f,,,,6d2sTcAs,-100|100,sturc.martin.3,DeepStack 
r300f,,,,3dKs4sAd,-100|100,DeepStack,sturc.martin.4 
f,,,,Jd4d9c3d,50|-50,DeepStack,sturc.martin.3 
r300r900c,r1800c,k,k,Kd9sAh8s4dTcAsTh8h,-1800|1800,sturc.martin.3,DeepStack 
k,k,r300c,cr900c,7c4dKd3sJd9c8hTc5d,900|-900,sturc.martin.4,DeepStack 
k,k,k,k,5dKsAdJsQh7d8h8cKh,100|-100,sturc.martin.1,DeepStack 
r300c,cr900c,cr2700c,k,7hQs4d5d7s6s8s3hTd,-2700|2700,DeepStack,sturc.martin.2 
r300c,cr900f,,,Kc9hQd8d5h8h4h,-300|300,DeepStack,sturc.martin.4 
f,,,,5c7sTc7d,50|-50,DeepStack,sturc.martin.3 
r300f,,,,Qs6s9cKc,-100|100,sturc.martin.3,DeepStack 
f,,,,7dAdQh4c,50|-50,DeepStack,sturc.martin.1 
f,,,,7sJs2s9c,50|-50,sturc.martin.4,DeepStack 
f,,,,Ad3cKc6s,50|-50,DeepStack,sturc.martin.3 
f,,,,JhAc8d5c,50|-50,DeepStack,sturc.martin.4 
r200f,,,,2hTd2cAh,-100|100,sturc.martin.3,DeepStack 
f,,,,3s2sTs5c,50|-50,DeepStack,sturc.martin.3 
r300f,,,,Kh4hQhQc,-100|100,sturc.martin.4,DeepStack 
r300f,,,,3sTsKh6h,-100|100,sturc.martin.3,DeepStack 
r300f,,,,Kc2dTcAh,-100|100,DeepStack,sturc.martin.3 
k,k,cr300c,cr2100f,Kc4s2d8dAdTh2s5d2c,-300|300,DeepStack,sturc.martin.4 
r300c,cr600c,cr1800c,k,JhTs6dTd8d8c9hQh6h,1800|-1800,sturc.martin.2,DeepStack 
r200f,,,,3cTdJhAd,-100|100,sturc.martin.1,DeepStack 
r200f,,,,7cQd9c5c,-100|100,sturc.martin.3,DeepStack 
f,,,,Js9dQs9h,50|-50,DeepStack,sturc.martin.3 
r200f,,,,4c8c5cKc,-100|100,sturc.martin.3,DeepStack 
r300c,cr600c,k,k,4hKhAh7c2dJh2hTh8d,600|-600,DeepStack,sturc.martin.2 
k,r300c,r600c,k,7hQdAd2d5dThQh8d5s,600|-600,sturc.martin.4,DeepStack 
f,,,,3s9d6sQd,50|-50,DeepStack,sturc.martin.1 
r300c,cr750c,cr1500c,k,Jd9sAsQdQs6s9h4d9d,1500|-1500,DeepStack,sturc.martin.3 
r200c,cr600f,,,2c5c2h9h8sQsJc,-200|200,sturc.martin.1,DeepStack 
r200c,cr400r800f,,,Ac9sQd5s9dKd3c,400|-400,sturc.martin.3,DeepStack 
r300f,,,,5sJd8h9h,-100|100,sturc.martin.2,DeepStack 
f,,,,4cJd7s2c,50|-50,DeepStack,sturc.martin.1 
f,,,,4s7d5dQc,50|-50,DeepStack,sturc.martin.4 
k,cr300f,,,3c7sQs9h6d6cQc,-100|100,sturc.martin.1,DeepStack 
f,,,,Kh5d3h6d,50|-50,DeepStack,sturc.martin.2 
r300f,,,,5sJdAs3c,-100|100,sturc.martin.4,DeepStack 
r300c,k,k,k,As5dKh6h4c4d3s7cJc,300|-300,DeepStack,sturc.martin.3 
f,,,,4sJd3d2h,50|-50,DeepStack,sturc.martin.4 
cr500f,,,,QhJd6hJs,100|-100,sturc.martin.2,DeepStack 
r300f,,,,5h9s4s6c,-100|100,sturc.martin.4,DeepStack 
r300r900c,k,k,k,Ad3dJhTdKsQh2sJsKc,-900|900,DeepStack,sturc.martin.1 
f,,,,Kh9c3sTs,50|-50,DeepStack,sturc.martin.4 
f,,,,5dAd2h8s,50|-50,sturc.martin.3,DeepStack 
r300c,cr600c,k,r1800f,TcQsJd7cQc9d4h5h7s,600|-600,DeepStack,sturc.martin.2 
f,,,,JsJc4d9d,50|-50,DeepStack,sturc.martin.3 
k,k,k,cr300f,Th3c8h4sJs5h8sQs3s,-100|100,sturc.martin.4,DeepStack 
r300f,,,,Th6c9d7s,-100|100,sturc.martin.3,DeepStack 
r300c,cr600f,,,6h7hAdTsQdQhTd,-300|300,sturc.martin.1,DeepStack 
r300f,,,,Jh2dQdQs,-100|100,DeepStack,sturc.martin.3 
r200c,k,k,cr600f,AhTcJc3cJdKh8d7hJh,-200|200,sturc.martin.3,DeepStack 
r300c,k,k,cr900f,6d4dQhThKcJc2sTcAh,-300|300,DeepStack,sturc.martin.1 
r300f,,,,4dKc5d5c,-100|100,sturc.martin.2,DeepStack 
cr300f,,,,2c5cJs3s,100|-100,DeepStack,sturc.martin.4 
f,,,,5s5c9d4c,50|-50,DeepStack,sturc.martin.2 
r300c,k,k,r900f,TdQhAh5c3c7h3hQc3s,300|-300,DeepStack,sturc.martin.3 
cr500f,,,,QcTc2sTd,100|-100,sturc.martin.4,DeepStack 
r300c,cr600c,cr1200f,,JcQc6cJsTs5s4s7d,-600|600,sturc.martin.1,DeepStack 
r300f,,,,9h6s9sJh,-100|100,sturc.martin.2,DeepStack 
r300f,,,,2s3s8s9d,-100|100,DeepStack,sturc.martin.4 
k,cr200c,k,cr400c,Qc2hTs4dAhAs2d3d7c,400|-400,sturc.martin.3,DeepStack 
r200f,,,,4cQc4h3s,-100|100,sturc.martin.4,DeepStack 
r300f,,,,2d5cJd8s,-100|100,DeepStack,sturc.martin.2 
f,,,,Ts5h4s6d,50|-50,DeepStack,sturc.martin.4 
cr500f,,,,2dAsTs4c,100|-100,sturc.martin.2,DeepStack 
r300f,,,,7c2c7s8d,-100|100,DeepStack,sturc.martin.1 
r300c,cr600f,,,Kh8dKdTh2hTs9c,-300|300,DeepStack,sturc.martin.3 
cr500c,k,r1000f,,Qs9c7dAs4h8sTc2s,500|-500,sturc.martin.1,DeepStack 
r300c,cr900f,,,9dKc8d5h2h2d6h,-300|300,sturc.martin.4,DeepStack 
r300c,k,k,k,Ac9d4sAhKhQd4c7s9s,300|-300,DeepStack,sturc.martin.2 
r200f,,,,Jc5sKsKc,-100|100,sturc.martin.3,DeepStack 
r300f,,,,Jd4h5sAh,-100|100,DeepStack,sturc.martin.3 
r300f,,,,3c8sQc9h,-100|100,DeepStack,sturc.martin.4 
r300f,,,,6dTd7dQd,-100|100,sturc.martin.3,DeepStack 
r300r900f,,,,4h4sKd8h,300|-300,DeepStack,sturc.martin.1 
k,cr200c,k,cr600c,7hJsKc3d2h7c6c2dKd,-600|600,sturc.martin.4,DeepStack 
cr500c,r1000f,,,QhQc6cJc8c4hKh,500|-500,sturc.martin.2,DeepStack 
f,,,,7c8sTh5h,50|-50,DeepStack,sturc.martin.3 
r300f,,,,6h9cAs5s,-100|100,sturc.martin.3,DeepStack 
f,,,,8cKs4h2d,50|-50,sturc.martin.1,DeepStack 
r300c,k,cr600f,,Js8hKdKs2hKh6c7s,-300|300,DeepStack,sturc.martin.2 
r300f,,,,5d4sKdKc,-100|100,DeepStack,sturc.martin.1 
r300r900r2400c,r7200c,cr20000f,,9c8cAhAs7s5hKdQh,-7200|7200,DeepStack,sturc.martin.3 
f,,,,4h7c5h2s,50|-50,sturc.martin.1,DeepStack 
r300f,,,,2dKh9cJs,-100|100,DeepStack,sturc.martin.1 
cr500f,,,,Jh3h9s4d,100|-100,sturc.martin.1,DeepStack 
f,,,,8dQc2s9d,50|-50,DeepStack,sturc.martin.4 
k,k,k,k,2dKh4sTh8s8h6sQd7c,100|-100,sturc.martin.3,DeepStack 
r200c,cr600r1300r2600f,,,Qd5d8hTh2s8d6h,-1300|1300,sturc.martin.2,DeepStack 
r300c,cr600c,k,cr1200r6000f,Qc9sJd6d9h5h3sJs9d,1200|-1200,DeepStack,sturc.martin.1 
r300f,,,,2h6sJdTh,-100|100,sturc.martin.4,DeepStack 
r300f,,,,Jc6d4c6c,-100|100,DeepStack,sturc.martin.4 
r300f,,,,5c4dJc9c,-100|100,DeepStack,sturc.martin.2 
cr500f,,,,TdKh5sTc,100|-100,sturc.martin.2,DeepStack 
r300c,k,r600c,r1200c,TsKc3cKh5s8hKd2cQc,1200|-1200,sturc.martin.1,DeepStack 
f,,,,Jh2s8h4d,50|-50,DeepStack,sturc.martin.2 
cr500c,r1000f,,,Kh4s7s8c9c3h9s,500|-500,sturc.martin.2,DeepStack 
f,,,,QhJhJs5h,50|-50,DeepStack,sturc.martin.1 
r300c,k,r600f,,6cAd6h9d7s4hKd3c,300|-300,DeepStack,sturc.martin.2 
r200c,cr600c,cr1800c,cr20000f,TdKd8sJc7cKs9d4s6d,-1800|1800,sturc.martin.1,DeepStack 
r300f,,,,4d6c5c2c,-100|100,sturc.martin.2,DeepStack 
r300f,,,,5c2dAdKd,-100|100,DeepStack,sturc.martin.2 
k,k,k,k,6c4h9h3sKd3cTh7cAd,-100|100,sturc.martin.2,DeepStack 
r300f,,,,7dTd4sJc,-100|100,sturc.martin.4,DeepStack 
f,,,,5cQc9cJh,50|-50,DeepStack,sturc.martin.3 
r300f,,,,4h6sAhTc,-100|100,DeepStack,sturc.martin.1 
k,k,k,k,2c5cKs3sJd2h9c9d4d,100|-100,sturc.martin.3,DeepStack 
k,cr300f,,,Tc2h6cAdKhKs3c,-100|100,DeepStack,sturc.martin.4 
r200c,k,r400f,,9d6sJsTh9c6d2d2h,200|-200,sturc.martin.1,DeepStack 
r300c,k,k,k,Kd5s9hTc6hThKc4h2c,300|-300,DeepStack,sturc.martin.2 
f,,,,8hJh2sQd,50|-50,DeepStack,sturc.martin.3 
r200f,,,,Qh6cJsKs,-100|100,sturc.martin.4,DeepStack 
r300c,k,r600f,,As5cJs9s5s3h2h4d,300|-300,DeepStack,sturc.martin.1 
r300f,,,,8h2d7s3s,-100|100,sturc.martin.3,DeepStack 
r200c,cr600f,,,5c4c8dTdQsJs9h,-200|200,sturc.martin.2,DeepStack 
r300c,k,k,k,Ah9cAdKd3h4c6h6c8s,-300|300,DeepStack,sturc.martin.3 
r200f,,,,2c9d6s9c,-100|100,sturc.martin.1,DeepStack 
f,,,,9sAs3d8h,50|-50,DeepStack,sturc.martin.2 
r300f,,,,3dJc9dAs,-100|100,DeepStack,sturc.martin.4 
cr500f,,,,5hKc5c3d,100|-100,sturc.martin.2,DeepStack 
r300c,cr600f,,,4sJs6s3sTh7c2d,-300|300,DeepStack,sturc.martin.1 
r300r900c,cr1800c,cr4500c,k,As6s8h7c9s5dAd2s8s,4500|-4500,DeepStack,sturc.martin.2 
r200r700f,,,,QsJs5c8h,200|-200,sturc.martin.4,DeepStack 
k,k,k,k,7c5d6cJc7hQh2d4dQs,100|-100,sturc.martin.3,DeepStack 
r200c,cr400c,cr1200f,,Tc7d2cAdAh2sTsJh,-400|400,sturc.martin.1,DeepStack 
f,,,,2dJc4c3d,50|-50,DeepStack,sturc.martin.4 
k,cr200f,,,4c7sQd6dThQc6s,-100|100,sturc.martin.4,DeepStack 
f,,,,3hJs2s3c,50|-50,sturc.martin.2,DeepStack 
f,,,,ThTd2h7h,50|-50,DeepStack,sturc.martin.3 
f,,,,9cTh6cJd,50|-50,DeepStack,sturc.martin.2 
cr500f,,,,Ad4hJc3d,100|-100,sturc.martin.2,DeepStack 
k,cr200f,,,2c9s9d6cAd8sKh,-100|100,sturc.martin.3,DeepStack 
f,,,,TdJsQh4c,50|-50,DeepStack,sturc.martin.1 
r300r900c,r2700c,r5400c,r10800f,AcAsTh8hTc9dKh2c9s,5400|-5400,DeepStack,sturc.martin.2 
r300c,k,k,k,Js9cAs2dQcQdTh3s4d,-300|300,DeepStack,sturc.martin.4 
r300f,,,,7c2dAsJc,-100|100,DeepStack,sturc.martin.3 
r300c,cr600c,cr1200c,cr3600c,JsKs5h9cQs8hQdJd7h,3600|-3600,sturc.martin.1,DeepStack 
r300f,,,,Qh8d6sTd,-100|100,sturc.martin.3,DeepStack 
r300f,,,,Qh5sAhKs,-100|100,DeepStack,sturc.martin.3 
r200f,,,,5h8c2sAc,-100|100,sturc.martin.2,DeepStack 
f,,,,7c6s2s4c,50|-50,sturc.martin.3,DeepStack 
f,,,,Qc2c3hTh,50|-50,DeepStack,sturc.martin.3 
r300c,cr600c,cr1500c,cr3750f,Kc6s3hKh5h6d4h2h4d,-1500|1500,DeepStack,sturc.martin.2 
r300f,,,,2d8hTs8s,-100|100,sturc.martin.4,DeepStack 
k,k,cr200f,,8hJc7h3s6dAsTc5h,-100|100,sturc.martin.3,DeepStack 
f,,,,JsJcQc2h,50|-50,DeepStack,sturc.martin.4 
cr500f,,,,9hQdQh6s,100|-100,sturc.martin.2,DeepStack 
f,,,,8d2d2c4d,50|-50,DeepStack,sturc.martin.3 
k,k,r300f,,Jd8s5dThQc9c7s6h,100|-100,sturc.martin.4,DeepStack 
f,,,,6d8s8c3h,50|-50,DeepStack,sturc.martin.1 
f,,,,6c8s3h9s,50|-50,sturc.martin.3,DeepStack 
r300r900r2400c,k,k,k,4d4s6dAc7d8hTc2s5s,2400|-2400,DeepStack,sturc.martin.2 
r300r900c,k,cr1800c,k,6c6dTdJh3hKdQd2hJs,-1800|1800,DeepStack,sturc.martin.3 
cr500f,,,,9s8h4c7h,100|-100,sturc.martin.1,DeepStack 
r300r900f,,,,TcTd5h6d,300|-300,DeepStack,sturc.martin.4 
r300c,cr600c,cr1200c,k,3dAh3h3s2c2d4s4dQd,-1200|1200,sturc.martin.2,DeepStack 
f,,,,3cAc8s2d,50|-50,DeepStack,sturc.martin.1 
r300c,k,k,cr900f,8s9d3dTdAs4c2c6cKc,-300|300,sturc.martin.3,DeepStack 
k,cr200f,,,4h8dKc4cAs9d5s,-100|100,sturc.martin.4,DeepStack 
k,k,k,k,Qc2hQs2d5h8sJd2s8d,0|0,sturc.martin.1,DeepStack 
r300c,cr600c,k,r1200c,8sQh8hAc8d5dJc3cKd,-1200|1200,DeepStack,sturc.martin.2 
r300f,,,,9d4s4d5s,-100|100,DeepStack,sturc.martin.1 
f,,,,Tc6d5cJc,50|-50,DeepStack,sturc.martin.3 
f,,,,Ad6cTs5c,50|-50,DeepStack,sturc.martin.4 
r300r900c,r1800c,r3800c,r7900c,KdAs9s8c8d2c2hKhTs,7900|-7900,sturc.martin.3,DeepStack 
r300f,,,,3s6dAdQs,-100|100,sturc.martin.2,DeepStack 
k,cr300r800c,r1600f,,2sJsAd3dTd4sKhQh,800|-800,sturc.martin.1,DeepStack 
r300f,,,,5c3sTc7s,-100|100,DeepStack,sturc.martin.2 
f,,,,Th3c7d2h,50|-50,sturc.martin.2,DeepStack 
f,,,,Qc3cTh3h,50|-50,DeepStack,sturc.martin.2 
r300c,cr600f,,,Kc7hQd5d9s6s4d,-300|300,DeepStack,sturc.martin.1 
