PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
r200f,,,,9s3d7sAd,-100|100,DeepStack,parlavecchio.antonio.2 
r300f,,,,3dJs6dQs,-100|100,parlavecchio.antonio.2,DeepStack 
r200c,k,r600f,,As4cKd8d7sAc4sQc,200|-200,DeepStack,parlavecchio.antonio.2 
f,,,,Jc9s8d2c,50|-50,parlavecchio.antonio.2,DeepStack 
r200c,k,k,k,Ks2s7s6hJc2dTc4d3s,200|-200,DeepStack,parlavecchio.antonio.2 
r200c,k,k,k,3h6cKsQc7s2sTh8cTc,-200|200,parlavecchio.antonio.2,DeepStack 
r200c,k,r600f,,KcJs5c9cTdKd6hTs,200|-200,DeepStack,parlavecchio.antonio.2 
r300c,cr600r1200r2400c,k,k,TsTc9s7s5h5c8sAc7c,2400|-2400,parlavecchio.antonio.2,DeepStack 
f,,,,Jh9s3h8c,50|-50,DeepStack,parlavecchio.antonio.2 
cr250c,r625c,r1250f,,Ac8c5s7hQc2h7cAd,625|-625,parlavecchio.antonio.2,DeepStack 
r200c,cr500f,,,8cTdQh9h3c9c4h,-200|200,DeepStack,parlavecchio.antonio.2 
r300f,,,,2c5dTd9c,-100|100,parlavecchio.antonio.2,DeepStack 
r200c,cr500f,,,5d8s5cKcJcAc2d,-200|200,DeepStack,parlavecchio.antonio.2 
k,cr200f,,,6sKd2dJcTh3d4h,-100|100,parlavecchio.antonio.2,DeepStack 
r200c,cr500c,cr1500c,cr3750f,ThQcTs7cKc7d2cTd6d,-1500|1500,DeepStack,parlavecchio.antonio.2 
k,k,cr300f,,Qh6s7c2cAdKcTd9c,-100|100,parlavecchio.antonio.2,DeepStack 
r200c,k,k,r400c,5c6hJd9s4s8c8s6sJh,-400|400,DeepStack,parlavecchio.antonio.2 
r300f,,,,8h2h6hJs,-100|100,parlavecchio.antonio.2,DeepStack 
r200r600f,,,,6s4sQh5c,200|-200,DeepStack,parlavecchio.antonio.2 
k,k,k,r200c,8c9h8d7c6hKd6cQd8h,0|0,parlavecchio.antonio.2,DeepStack 
r200c,k,cr600f,,4dTd6sKc6hJs9hKs,-200|200,DeepStack,parlavecchio.antonio.2 
k,k,r300f,,7s5c6hQd7h3sJs4c,100|-100,parlavecchio.antonio.2,DeepStack 
r200c,cr500r1000c,k,k,Ah2c6d4d2sTh4sQs7s,-1000|1000,DeepStack,parlavecchio.antonio.2 
r300c,cr600r900c,r2250f,,9s8dTdAh9h9d4dJs,900|-900,parlavecchio.antonio.2,DeepStack 
r200c,cr500f,,,4c7d7s5d3sAs6s,-200|200,DeepStack,parlavecchio.antonio.2 
cr300c,k,k,k,AsKd7cAc2cQs5c8s7s,-300|300,parlavecchio.antonio.2,DeepStack 
r200c,k,k,r400f,5s8h7h9d3sKs6d2sKc,200|-200,DeepStack,parlavecchio.antonio.2 
r300c,k,r900f,,AdQcJc6d2hQs3cTh,300|-300,parlavecchio.antonio.2,DeepStack 
r200c,k,r400c,r1200f,7c6d5s7s4dJh2d3d8h,400|-400,DeepStack,parlavecchio.antonio.2 
r300c,cr900c,cr2700c,k,7hAhKhAsQhAdJs5h6d,-2700|2700,parlavecchio.antonio.2,DeepStack 
r200c,cr400c,cr1000f,,6c4hKsAs6sKdTh8c,-400|400,DeepStack,parlavecchio.antonio.2 
r200f,,,,2sQdQh6s,-100|100,parlavecchio.antonio.2,DeepStack 
r200r600c,cr1500f,,,3cAcKcAs8hKdQd,-600|600,DeepStack,parlavecchio.antonio.2 
r200c,k,k,k,8d6sJh2h4d7sKc7h9s,-200|200,parlavecchio.antonio.2,DeepStack 
r200c,cr600f,,,Th3hAsAhQc4s2c,-200|200,DeepStack,parlavecchio.antonio.2 
r200c,cr600c,cr1200r1800f,,Kd7s5dKs6dTs7d7h,1200|-1200,parlavecchio.antonio.2,DeepStack 
r200c,k,r400c,k,Jc5h9dJs5c8h2h7sKh,400|-400,DeepStack,parlavecchio.antonio.2 
r200c,k,k,cr600c,Ad7c4cKhKs9sTs2d2c,-600|600,parlavecchio.antonio.2,DeepStack 
r200c,cr500c,cr1250c,k,9sAc8c4c5c9dJc7s2d,1250|-1250,DeepStack,parlavecchio.antonio.2 
r200c,cr400f,,,8dJs8sJh6h3hKs,-200|200,parlavecchio.antonio.2,DeepStack 
r200c,k,k,cr600c,6hAcAs4d2cQdJh5dAh,600|-600,DeepStack,parlavecchio.antonio.2 
r300f,,,,Ts3hQh4d,-100|100,parlavecchio.antonio.2,DeepStack 
r200c,k,r400f,,Ts7c7sQdJh8h2c9s,200|-200,DeepStack,parlavecchio.antonio.2 
r300c,cr600f,,,9sJh4d2d3sQd5h,-300|300,parlavecchio.antonio.2,DeepStack 
r200r600f,,,,JhKh6h8s,200|-200,DeepStack,parlavecchio.antonio.2 
cr300f,,,,QdQhJd2c,100|-100,parlavecchio.antonio.2,DeepStack 
r200c,k,k,k,Tc4c9h3hKd7s4sThQc,200|-200,DeepStack,parlavecchio.antonio.2 
f,,,,4s2d5d2h,50|-50,parlavecchio.antonio.2,DeepStack 
r200f,,,,6s3dQc3c,-100|100,DeepStack,parlavecchio.antonio.2 
k,cr300f,,,4dJh8hAd3h8d6d,-100|100,parlavecchio.antonio.2,DeepStack 
r200c,k,r400c,cr800c,8d4d3hAsKdQs5cAd8h,-800|800,DeepStack,parlavecchio.antonio.2 
r300f,,,,5dThKdAc,-100|100,parlavecchio.antonio.2,DeepStack 
f,,,,6c4s7d3c,50|-50,DeepStack,parlavecchio.antonio.2 
r200c,k,k,cr600f,Ad6dQs8hQhKs9d4h5s,-200|200,parlavecchio.antonio.2,DeepStack 
r200c,k,k,k,Ks2dTd6dJh9s7h3hTc,-200|200,DeepStack,parlavecchio.antonio.2 
r200c,cr400f,,,8c7sTdJcJh5h3c,-200|200,parlavecchio.antonio.2,DeepStack 
r200f,,,,2s4d9hQd,-100|100,DeepStack,parlavecchio.antonio.2 
f,,,,JhQc6c2d,50|-50,parlavecchio.antonio.2,DeepStack 
r200c,cr600f,,,6c3cKd8h8d8sJh,-200|200,DeepStack,parlavecchio.antonio.2 
r300f,,,,4d9h8s3s,-100|100,parlavecchio.antonio.2,DeepStack 
r200c,k,k,k,2hAd4c3s5s8hKd5h6s,200|-200,DeepStack,parlavecchio.antonio.2 
r300c,k,k,cr900f,7d5s8c6dKh5cTdQs3h,-300|300,parlavecchio.antonio.2,DeepStack 
f,,,,8d9s2h4s,50|-50,DeepStack,parlavecchio.antonio.2 
r300c,k,k,k,2sAh8cKc4dQs3d7cTc,300|-300,parlavecchio.antonio.2,DeepStack 
r200c,k,k,k,5hAs5dKcJh4h6hTs4d,200|-200,DeepStack,parlavecchio.antonio.2 
r300f,,,,4s9c3s9s,-100|100,parlavecchio.antonio.2,DeepStack 
r200r600f,,,,QcQh6h5d,200|-200,DeepStack,parlavecchio.antonio.2 
f,,,,AdAh9h2d,50|-50,parlavecchio.antonio.2,DeepStack 
r200c,k,k,k,2c7cKs9c6hQc5h2hQs,200|-200,DeepStack,parlavecchio.antonio.2 
cr300c,r750c,r1875f,,KsAdAs8c4h9sQsKh,750|-750,parlavecchio.antonio.2,DeepStack 
r200c,k,r600f,,4d6h9c8c3c5dJhQh,200|-200,DeepStack,parlavecchio.antonio.2 
cr300f,,,,JsQdKh2d,100|-100,parlavecchio.antonio.2,DeepStack 
r200c,r400f,,,Qs5h2dTd3c5s5d,200|-200,DeepStack,parlavecchio.antonio.2 
k,cr300c,cr900f,,7sKcQdTsThAdQc2h,-300|300,parlavecchio.antonio.2,DeepStack 
r200f,,,,7s2c5sKh,-100|100,DeepStack,parlavecchio.antonio.2 
r200c,cr600c,cr1800c,k,Ac8dThAs2hTdAd2d8c,-1800|1800,parlavecchio.antonio.2,DeepStack 
r200c,k,k,k,As8c7cTcThKc6dQd9h,-200|200,DeepStack,parlavecchio.antonio.2 
r200c,k,k,cr1000f,5d6h3c5cQhJdTcKd7c,-200|200,parlavecchio.antonio.2,DeepStack 
r200c,cr500c,k,r1000c,8s5c4s4c6h9c3sJs6s,-1000|1000,DeepStack,parlavecchio.antonio.2 
f,,,,KsJs2h9d,50|-50,parlavecchio.antonio.2,DeepStack 
f,,,,7cTsQs3d,50|-50,DeepStack,parlavecchio.antonio.2 
r300f,,,,6h4d9h3h,-100|100,parlavecchio.antonio.2,DeepStack 
r200c,cr500c,k,r1000f,KcTh2d2c8d3hQh6hAs,500|-500,DeepStack,parlavecchio.antonio.2 
r300r500c,cr1000f,,,Ah9s4s6s2sTsKc,-500|500,parlavecchio.antonio.2,DeepStack 
r200r600f,,,,TdKh4hTh,200|-200,DeepStack,parlavecchio.antonio.2 
k,cr200f,,,4h6hJc2h2cQsAc,-100|100,parlavecchio.antonio.2,DeepStack 
r200c,k,cr500r1000c,k,5h7c7hTcQh6hAc7sJc,0|0,DeepStack,parlavecchio.antonio.2 
r300f,,,,4h9c5h2h,-100|100,parlavecchio.antonio.2,DeepStack 
f,,,,5s3sTd3c,50|-50,DeepStack,parlavecchio.antonio.2 
r300c,k,r900c,cr1800c,7s8cThAs8dAc5c2h3d,-1800|1800,parlavecchio.antonio.2,DeepStack 
r200c,k,r400f,,3s4s6h7dAs9s4c3h,200|-200,DeepStack,parlavecchio.antonio.2 
r300c,cr600c,cr1200f,,6d5hAcQh4h2s2d9h,-600|600,parlavecchio.antonio.2,DeepStack 
cr300f,,,,Js7s5h3s,100|-100,DeepStack,parlavecchio.antonio.2 
k,cr200f,,,6c2d6dJs3h9cTc,-100|100,parlavecchio.antonio.2,DeepStack 
r200c,cr500f,,,6c8hThTsAd2cKd,-200|200,DeepStack,parlavecchio.antonio.2 
r200c,cr400r600f,,,Kc5s4cQdKdTsTh,400|-400,parlavecchio.antonio.2,DeepStack 
r200c,cr500f,,,4h6dQh3h8sQdAs,-200|200,DeepStack,parlavecchio.antonio.2 
r300r750r1500c,k,r3000f,,QsQdThKh7h2sAcAs,1500|-1500,parlavecchio.antonio.2,DeepStack 
f,,,,2c5h4d8c,50|-50,DeepStack,parlavecchio.antonio.2 
r300c,cr600f,,,4d6hTdAd9hAc5s,-300|300,parlavecchio.antonio.2,DeepStack 
f,,,,As9s2c9d,50|-50,DeepStack,parlavecchio.antonio.2 
f,,,,Qc9d5d2h,50|-50,parlavecchio.antonio.2,DeepStack 
r200c,cr400r800c,r2400f,,5c6dAc2h3d7sAhTd,800|-800,DeepStack,parlavecchio.antonio.2 
r300c,cr600c,cr1800f,,5h7sQcQd2h5s8sKh,-600|600,parlavecchio.antonio.2,DeepStack 
r200c,cr400f,,,Ts8cQcQd7c5sKh,-200|200,DeepStack,parlavecchio.antonio.2 
k,cr300f,,,As3dTsAc5hTdKh,-100|100,parlavecchio.antonio.2,DeepStack 
r200c,k,k,cr400c,3h2h7s4cTsAh8c3s5d,400|-400,DeepStack,parlavecchio.antonio.2 
k,k,cr300f,,9sQd7s8c5s4dKhKs,-100|100,parlavecchio.antonio.2,DeepStack 
r200f,,,,9h2cAcTs,-100|100,DeepStack,parlavecchio.antonio.2 
k,k,r250f,,9cJh3dTs7hAhQd2h,100|-100,parlavecchio.antonio.2,DeepStack 
r200c,cr500f,,,Jh3s9s7d6c9c4c,-200|200,DeepStack,parlavecchio.antonio.2 
r300c,cr900r1500c,k,r4500f,9s9dTh8h3d9h6s2dKs,1500|-1500,parlavecchio.antonio.2,DeepStack 
r200r600c,r1200f,,,9cKcAd8dJc5c4h,600|-600,DeepStack,parlavecchio.antonio.2 
f,,,,7d3c8s3h,50|-50,parlavecchio.antonio.2,DeepStack 
f,,,,4c4d5d3s,50|-50,DeepStack,parlavecchio.antonio.2 
r300c,cr600r900c,r2250c,k,5c8sQh6h6s2c8hKsAh,2250|-2250,parlavecchio.antonio.2,DeepStack 
r200c,cr500c,cr1500c,cr3000f,3d6dAc3cAh4dTd3s9c,-1500|1500,DeepStack,parlavecchio.antonio.2 
r200r500c,r1250c,r2650f,,TdTsKsJc5dQc7h8s,1250|-1250,parlavecchio.antonio.2,DeepStack 
r200r600c,k,k,k,Kd7d8s6h2cKcQcAh3h,600|-600,DeepStack,parlavecchio.antonio.2 
r300c,cr900c,cr2700f,,7c5c9dTc4sTd3dQs,-900|900,parlavecchio.antonio.2,DeepStack 
r250c,cr625f,,,Jc7d9hAhKd6s4c,-250|250,DeepStack,parlavecchio.antonio.2 
cr300f,,,,9hQc3hJd,100|-100,parlavecchio.antonio.2,DeepStack 
cr300c,r900c,r2700f,,Kh3hJc9dTd6d4h5c,900|-900,DeepStack,parlavecchio.antonio.2 
r300r900c,r2700c,k,r6750f,Jh3sJdJcKs9h7d4d9s,2700|-2700,parlavecchio.antonio.2,DeepStack 
r300c,cr900f,,,7h9s3sAsQh2d4d,-300|300,DeepStack,parlavecchio.antonio.2 
r300c,k,r900f,,7s3c3h3sKdTdJc2c,300|-300,parlavecchio.antonio.2,DeepStack 
r300c,k,k,k,Ac8h9cTh6cQd5hQhKh,300|-300,DeepStack,parlavecchio.antonio.2 
cr300r900c,k,r2700c,k,7dQh4dAdAc2dKd5h7h,-2700|2700,parlavecchio.antonio.2,DeepStack 
r300f,,,,8h2cQhQs,-100|100,DeepStack,parlavecchio.antonio.2 
r300r900r2700c,cr5400c,k,k,3dAhTdThKs7s4c9dKh,-5400|5400,parlavecchio.antonio.2,DeepStack 
cr300r900c,cr2250f,,,9hQh4dAcJsKd3d,-900|900,DeepStack,parlavecchio.antonio.2 
r200r500c,r1250c,r3750f,,Kd9d7c9c6c9sKsJs,1250|-1250,parlavecchio.antonio.2,DeepStack 
r300f,,,,6s4dTdKh,-100|100,DeepStack,parlavecchio.antonio.2 
r200r600c,k,r1800f,,5sAh4sAsJd7sJc3c,600|-600,parlavecchio.antonio.2,DeepStack 
f,,,,As5c3dQd,50|-50,DeepStack,parlavecchio.antonio.2 
r200r500c,r1250f,,,9hTs6hAs7h7dQd,500|-500,parlavecchio.antonio.2,DeepStack 
r200c,cr400f,,,Qh8cKsKd7hJs5h,-200|200,DeepStack,parlavecchio.antonio.2 
k,cr200r300f,,,2s4h4d8sQd2h6d,200|-200,parlavecchio.antonio.2,DeepStack 
r250c,cr750f,,,Kc7h4dQs2c2h8h,-250|250,DeepStack,parlavecchio.antonio.2 
r200r600c,r1500c,r3000c,r7500c,QhAh9dTs8c6h9h3h9c,7500|-7500,parlavecchio.antonio.2,DeepStack 
r250f,,,,8d3h7c7s,-100|100,DeepStack,parlavecchio.antonio.2 
r200r500c,r1250c,r3125c,cr20000f,9sQs8cQc4c9cJd8h6c,-3125|3125,parlavecchio.antonio.2,DeepStack 
r300c,cr750f,,,Jh2hTcQs8cQcQd,-300|300,DeepStack,parlavecchio.antonio.2 
r200c,r500r1000c,k,k,5d9d3d5c4h5s7d3cTc,-1000|1000,parlavecchio.antonio.2,DeepStack 
r300f,,,,6s2c4hKh,-100|100,DeepStack,parlavecchio.antonio.2 
f,,,,5sQc2d8c,50|-50,parlavecchio.antonio.2,DeepStack 
cr300c,r600c,k,r1200c,9s9c3c7s7h9dJc4s4h,1200|-1200,DeepStack,parlavecchio.antonio.2 
r200c,r300f,,,Ah2s9c7hAs2d4c,200|-200,parlavecchio.antonio.2,DeepStack 
r200f,,,,4c2d4d3s,-100|100,DeepStack,parlavecchio.antonio.2 
cr300c,r750f,,,Jc8c5hAd6c4dJh,300|-300,parlavecchio.antonio.2,DeepStack 
r250c,cr625c,k,k,KhTd7hAh4dKs7sQh2c,625|-625,DeepStack,parlavecchio.antonio.2 
r200c,cr400r1000c,r2500c,cr7500f,Ts3sKc2hQc6h2dQs4c,-2500|2500,parlavecchio.antonio.2,DeepStack 
r250f,,,,4h2s5h6c,-100|100,DeepStack,parlavecchio.antonio.2 
k,r300c,r900f,,3s9h6dJhAh5s6sKs,300|-300,parlavecchio.antonio.2,DeepStack 
r300r900c,r2700c,r8100c,r20000f,KcAcJs9cTsKh5s8c3c,8100|-8100,DeepStack,parlavecchio.antonio.2 
f,,,,5h3h2d6s,50|-50,parlavecchio.antonio.2,DeepStack 
r300f,,,,4d2cTsJc,-100|100,DeepStack,parlavecchio.antonio.2 
r300r900f,,,,JcKd7h9s,300|-300,parlavecchio.antonio.2,DeepStack 
r300r900r2700r5400r20000c,,,,8cAcKcAhKs2h6c5sTd,-20000|20000,DeepStack,parlavecchio.antonio.2 
r200c,k,r600f,,8dQhAh3s9c6h6s2c,200|-200,parlavecchio.antonio.2,DeepStack 
r300c,k,k,cr900f,Ad3h5d4h6dTsQh8h7d,-300|300,DeepStack,parlavecchio.antonio.2 
r300r900c,cr2700c,k,r8100c,AsQsQdTsTdKc7s3dJc,8100|-8100,parlavecchio.antonio.2,DeepStack 
r200c,k,r600r1500f,,Jd7s2h4dTdAsKsKd,-600|600,DeepStack,parlavecchio.antonio.2 
r300c,cr600c,cr1200c,k,9dTc9sAdKc3h6d7d7s,-1200|1200,parlavecchio.antonio.2,DeepStack 
r300r600c,r1800c,cr4500c,k,5s6s8cQc2s5h8s6h5d,4500|-4500,DeepStack,parlavecchio.antonio.2 
r300c,k,r900c,r2700f,7c6d5sQsKhAsQh4d8s,900|-900,parlavecchio.antonio.2,DeepStack 
r300f,,,,Ts3cJh9s,-100|100,DeepStack,parlavecchio.antonio.2 
r300c,r900f,,,9cTs6h4cQd5dJc,300|-300,parlavecchio.antonio.2,DeepStack 
r300f,,,,6dJh5cAh,-100|100,DeepStack,parlavecchio.antonio.2 
r300c,cr900c,r2700f,,4h6cJdKsQh3s2s3c,900|-900,parlavecchio.antonio.2,DeepStack 
r300r900c,r1800r2700c,k,r5400c,ThTs2h5h3hQdQs2s6d,5400|-5400,DeepStack,parlavecchio.antonio.2 
r300c,r900f,,,9d2sAdJh4h8sKd,300|-300,parlavecchio.antonio.2,DeepStack 
r300f,,,,2s4cKh9h,-100|100,DeepStack,parlavecchio.antonio.2 
r300c,k,r750f,,6dQh9h9dAc8h3cQs,300|-300,parlavecchio.antonio.2,DeepStack 
r200c,cr600f,,,Ts4d3hQc4hAhJh,-200|200,DeepStack,parlavecchio.antonio.2 
r200r600f,,,,6hAh7cTd,200|-200,parlavecchio.antonio.2,DeepStack 
cr300c,r600r1800c,cr5400c,cr12300f,9h8hQh4s8c2s5d3d6h,-5400|5400,DeepStack,parlavecchio.antonio.2 
r300r900r2700c,k,k,r6750c,9d9hJsJcKc6d9sQdQh,6750|-6750,parlavecchio.antonio.2,DeepStack 
r300c,cr750f,,,8dQs8c9h3c4d2d,-300|300,DeepStack,parlavecchio.antonio.2 
cr300r900c,cr1800c,k,r4500f,KhQdQsAs8c5h8hTs8s,1800|-1800,parlavecchio.antonio.2,DeepStack 
r300r900c,cr2250c,cr5625f,,6s6dTdJcJh5d9s4d,-2250|2250,DeepStack,parlavecchio.antonio.2 
r200c,r500f,,,5h2cTd7c2sQs5c,200|-200,parlavecchio.antonio.2,DeepStack 
r300r900c,cr2250f,,,AsKh2cAcQc5c4h,-900|900,DeepStack,parlavecchio.antonio.2 
r200c,k,r500c,k,5s4c7sTcAd8s6sAh8d,-500|500,parlavecchio.antonio.2,DeepStack 
r300f,,,,Ts3hJc7h,-100|100,DeepStack,parlavecchio.antonio.2 
f,,,,2sTc2h3c,50|-50,parlavecchio.antonio.2,DeepStack 
r200c,cr500c,k,r1500r4500c,Kh7dKs3c7c2d5c9dKd,4500|-4500,DeepStack,parlavecchio.antonio.2 
cr500f,,,,4dTd7c9s,100|-100,parlavecchio.antonio.2,DeepStack 
r300f,,,,Qc3hTsTd,-100|100,DeepStack,parlavecchio.antonio.2 
r300r900f,,,,9cAsKh6c,300|-300,parlavecchio.antonio.2,DeepStack 
r300r900c,r2700f,,,AdAh6c9c7dKsAs,900|-900,DeepStack,parlavecchio.antonio.2 
r200r600f,,,,9cKh3h4s,200|-200,parlavecchio.antonio.2,DeepStack 
r300r900c,cr2250f,,,QsKdAd3s7s4cAc,-900|900,DeepStack,parlavecchio.antonio.2 
r300r750c,r1875f,,,9s8sAd5h8hKc2s,750|-750,parlavecchio.antonio.2,DeepStack 
r200c,cr600f,,,4dJd7sQd4cQc8c,-200|200,DeepStack,parlavecchio.antonio.2 
cr300f,,,,Jd9h3d6s,100|-100,parlavecchio.antonio.2,DeepStack 
r300r900c,r2700c,r5400c,k,9h8hJc6cJh4dTh4hTs,5400|-5400,DeepStack,parlavecchio.antonio.2 
r300c,r750f,,,4h9c3c2c6sTsJh,300|-300,parlavecchio.antonio.2,DeepStack 
r300c,cr900c,r1800c,k,2cKcAh7sTc2d5d3s6d,1800|-1800,DeepStack,parlavecchio.antonio.2 
r200r600c,r1800c,r3600r7200r10800c,r20000c,Ad8d8hKs7h8sAh8c6h,20000|-20000,parlavecchio.antonio.2,DeepStack 
r300f,,,,Qh5sAs6s,-100|100,DeepStack,parlavecchio.antonio.2 
r200r600c,k,k,k,5cQcJc8h5dJd6dAs4c,-600|600,parlavecchio.antonio.2,DeepStack 
r250r750c,cr2250c,k,r6750c,3hAhKs9hKhJh3c8h2c,6750|-6750,DeepStack,parlavecchio.antonio.2 
r300c,r900f,,,Qd2h5c6c3dTd8d,300|-300,parlavecchio.antonio.2,DeepStack 
r200c,cr600f,,,5hQs8c3h6d4c9s,-200|200,DeepStack,parlavecchio.antonio.2 
f,,,,Ad3c2c6d,50|-50,parlavecchio.antonio.2,DeepStack 
r300f,,,,4c7dQdKh,-100|100,DeepStack,parlavecchio.antonio.2 
r300c,r900c,r2250f,,Ad5c4hJh4s2s2cKs,900|-900,parlavecchio.antonio.2,DeepStack 
r300c,k,cr900f,,6cTc8h4hJcQsJh3d,-300|300,DeepStack,parlavecchio.antonio.2 
cr300c,r750f,,,9c9dKd6h3s9hAs,300|-300,parlavecchio.antonio.2,DeepStack 
r250f,,,,6d2h5c5d,-100|100,DeepStack,parlavecchio.antonio.2 
r300c,r900c,r2700c,r8100r20000c,Tc2cJcAcAs5cKc2s8c,-20000|20000,parlavecchio.antonio.2,DeepStack 
r250r750c,r1500r4500f,,,KsTs6d9d4cTc6c,-1500|1500,DeepStack,parlavecchio.antonio.2 
cr300f,,,,Js4h5c2s,100|-100,parlavecchio.antonio.2,DeepStack 
r300c,cr900c,cr2700c,cr6750c,Jh3hQsQcJs5hTd3d6d,6750|-6750,DeepStack,parlavecchio.antonio.2 
r300c,r900f,,,Kd7d3h3sJd8d9c,300|-300,parlavecchio.antonio.2,DeepStack 
r250c,cr625f,,,9hQcQd3c3d6c2s,-250|250,DeepStack,parlavecchio.antonio.2 
k,r300c,r750r2250c,k,7s3c7hAsJc7d4sQd4d,-2250|2250,parlavecchio.antonio.2,DeepStack 
r300f,,,,Jd2h4d3s,-100|100,DeepStack,parlavecchio.antonio.2 
r300c,r750r1500c,r4500f,,2d9hQdAs3d2c7c9s,1500|-1500,parlavecchio.antonio.2,DeepStack 
r300f,,,,5hKs2c2h,-100|100,DeepStack,parlavecchio.antonio.2 
f,,,,Jh7c2c7d,50|-50,parlavecchio.antonio.2,DeepStack 
r300f,,,,2cQhAdKs,-100|100,DeepStack,parlavecchio.antonio.2 
cr300c,r900f,,,Td5d2c5cJs2hAh,300|-300,parlavecchio.antonio.2,DeepStack 
r300f,,,,9d2c3h7h,-100|100,DeepStack,parlavecchio.antonio.2 
r300r900r2700c,k,r8100r20000f,,As5sJdAhTh2h9s4h,-8100|8100,parlavecchio.antonio.2,DeepStack 
r300f,,,,7sQdJhKh,-100|100,DeepStack,parlavecchio.antonio.2 
r200c,k,r600f,,4s6cTsKs2d3s7d8h,200|-200,parlavecchio.antonio.2,DeepStack 
r300c,cr900c,k,cr2700c,Ks5sAs3d5c5h8c4c8s,2700|-2700,DeepStack,parlavecchio.antonio.2 
r200r600c,r1800c,k,cr5400c,8h8dAsJc9cAc6dKdKs,-5400|5400,parlavecchio.antonio.2,DeepStack 
r300r900c,cr2700r5400c,k,k,AdAs9cKh8c9hQc5c6d,5400|-5400,DeepStack,parlavecchio.antonio.2 
f,,,,Ts2s2c3s,50|-50,parlavecchio.antonio.2,DeepStack 
r200c,cr500c,cr1500f,,8cAs7d6c6s2h3s3h,-500|500,DeepStack,parlavecchio.antonio.2 
r300c,r900f,,,7s9d4dJh5sTh6c,300|-300,parlavecchio.antonio.2,DeepStack 
r300c,cr900c,cr2250f,,9s6s5sTs4dKd6c7c,-900|900,DeepStack,parlavecchio.antonio.2 
r200r600c,r1800c,k,k,QcKc7h7d6c8d4h8hTc,-1800|1800,parlavecchio.antonio.2,DeepStack 
r250r750c,r1500f,,,AsJs8d6d7dAc7c,750|-750,DeepStack,parlavecchio.antonio.2 
f,,,,TsJs2s7c,50|-50,parlavecchio.antonio.2,DeepStack 
r250c,cr625c,r1250c,r20000f,Ad4h6d8hJd3d2h5s7h,1250|-1250,DeepStack,parlavecchio.antonio.2 
k,k,cr200c,cr600f,4c8sTsKc7cTd9d9sQh,-200|200,parlavecchio.antonio.2,DeepStack 
r250f,,,,4s7h7d7c,-100|100,DeepStack,parlavecchio.antonio.2 
f,,,,5c3d4d2h,50|-50,parlavecchio.antonio.2,DeepStack 
r250c,cr625f,,,5cKd7cJc3h2s3s,-250|250,DeepStack,parlavecchio.antonio.2 
r300c,k,k,k,6sQhAsTs9d3sKh3h8c,-300|300,parlavecchio.antonio.2,DeepStack 
f,,,,Qs2d5s2h,50|-50,DeepStack,parlavecchio.antonio.2 
cr250c,r625c,r1562c,r3905r20000f,6sAc3d3c6hAd2h2s3h,-3905|3905,parlavecchio.antonio.2,DeepStack 
f,,,,Th5d4cTd,50|-50,DeepStack,parlavecchio.antonio.2 
cr250f,,,,6cAsTs2h,100|-100,parlavecchio.antonio.2,DeepStack 
f,,,,AhAd4d9c,50|-50,DeepStack,parlavecchio.antonio.2 
k,k,r250f,,4c7d5cQhTdAs8h4d,100|-100,parlavecchio.antonio.2,DeepStack 
r250f,,,,6dJhTc4d,-100|100,DeepStack,parlavecchio.antonio.2 
cr250f,,,,Js9sTc3h,100|-100,parlavecchio.antonio.2,DeepStack 
f,,,,5sKd2d9s,50|-50,DeepStack,parlavecchio.antonio.2 
r200c,r500f,,,JhTh3s2s4c8cJc,200|-200,parlavecchio.antonio.2,DeepStack 
r250f,,,,3s4dAd6c,-100|100,DeepStack,parlavecchio.antonio.2 
r200r500r1500c,k,cr3000c,cr15000f,AhJhTh7h7dQcQs7s3c,-3000|3000,parlavecchio.antonio.2,DeepStack 
r250r750c,r1500f,,,5h5c6h4hTcQdAh,750|-750,DeepStack,parlavecchio.antonio.2 
f,,,,ThTd3s2d,50|-50,parlavecchio.antonio.2,DeepStack 
f,,,,Ac4c3dQs,50|-50,DeepStack,parlavecchio.antonio.2 
r200f,,,,7s4hAcTd,-100|100,parlavecchio.antonio.2,DeepStack 
f,,,,6cAhKc4d,50|-50,DeepStack,parlavecchio.antonio.2 
r200c,cr400r1000r2000f,,,5h3hThJh8dKsJs,-1000|1000,parlavecchio.antonio.2,DeepStack 
f,,,,2cKhJh4s,50|-50,DeepStack,parlavecchio.antonio.2 
r200c,k,k,cr600f,Jd9dTsTd5h6dKs3s8s,-200|200,parlavecchio.antonio.2,DeepStack 
r250r750c,r1500c,r4500f,,6h9hQc7cTdKc8s2h,1500|-1500,DeepStack,parlavecchio.antonio.2 
r200r500f,,,,AcAsQc7s,200|-200,parlavecchio.antonio.2,DeepStack 
f,,,,7cAs3c8h,50|-50,DeepStack,parlavecchio.antonio.2 
r300f,,,,3sJc8sKd,-100|100,parlavecchio.antonio.2,DeepStack 
r250f,,,,9c4d3dKd,-100|100,DeepStack,parlavecchio.antonio.2 
f,,,,Ah4d9d2s,50|-50,parlavecchio.antonio.2,DeepStack 
r250r750c,r1500f,,,AhThJs7dAd6c4d,750|-750,DeepStack,parlavecchio.antonio.2 
r300c,k,cr900f,,8c4cKh8h5d2h2dQh,-300|300,parlavecchio.antonio.2,DeepStack 
