PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
r300r750c,r2250f,,,QsQh7hKd4dAsJs,750|-750,sethi.muskan.1,DeepStack 
f,,,,6s8h7cJs,50|-50,DeepStack,sethi.muskan.1 
r200r600r1800r5400f,,,,As7sAc4c,1800|-1800,sethi.muskan.1,DeepStack 
k,k,k,k,8h2c4c8c2d9s6dJdKd,100|-100,DeepStack,sethi.muskan.1 
r300c,k,k,cr600f,8hQd8sJc7dAsJs2s3h,-300|300,sethi.muskan.1,DeepStack 
r200c,cr1000c,r2000c,k,Jd9sTsTd8h4dJh4sQd,2000|-2000,DeepStack,sethi.muskan.1 
r300f,,,,9hTs6sTc,-100|100,sethi.muskan.1,DeepStack 
f,,,,5c2cTc7s,50|-50,DeepStack,sethi.muskan.1 
r300c,k,r900f,,As7dQc7hTd8c4d7s,300|-300,sethi.muskan.1,DeepStack 
r20000f,,,,3s6d5s5h,-100|100,DeepStack,sethi.muskan.1 
r300f,,,,8cQd7h8s,-100|100,sethi.muskan.1,DeepStack 
f,,,,7dKdJc2c,50|-50,DeepStack,sethi.muskan.1 
f,,,,Kc9s7c3h,50|-50,sethi.muskan.1,DeepStack 
f,,,,Ad5c8d2h,50|-50,DeepStack,sethi.muskan.1 
r200r1000f,,,,JsQhJh2h,200|-200,sethi.muskan.1,DeepStack 
k,k,k,r200f,4s9c2c8hAh2s9hTd2h,100|-100,DeepStack,sethi.muskan.1 
r200f,,,,3s4dTdQh,-100|100,sethi.muskan.1,DeepStack 
r200c,cr600f,,,Jd4hAsQdTc5h4c,-200|200,DeepStack,sethi.muskan.1 
r300c,cr900f,,,5cAh7h3hTcJh9c,-300|300,sethi.muskan.1,DeepStack 
r200c,cr600f,,,Ah3cAcJcJh8s8d,-200|200,DeepStack,sethi.muskan.1 
k,k,cr200f,,5d8c3c6h7d9hAs2s,-100|100,sethi.muskan.1,DeepStack 
f,,,,Js6c4dJd,50|-50,DeepStack,sethi.muskan.1 
k,cr200f,,,7dQd5hAd2s3s9h,-100|100,sethi.muskan.1,DeepStack 
r200c,k,k,k,6d5sAc5d2cTdJh2dQs,-200|200,DeepStack,sethi.muskan.1 
r300f,,,,9c3s5d2d,-100|100,sethi.muskan.1,DeepStack 
f,,,,7hKd4h9c,50|-50,DeepStack,sethi.muskan.1 
k,k,k,r500f,3sJcTd5s9s8cKc3c3d,100|-100,sethi.muskan.1,DeepStack 
f,,,,5s2dTh4s,50|-50,DeepStack,sethi.muskan.1 
r300c,cr600f,,,6c4c5h4h2hQsQc,-300|300,sethi.muskan.1,DeepStack 
f,,,,Qh7h8s5c,50|-50,DeepStack,sethi.muskan.1 
k,r300c,r900f,,Jh3d7c5dTsJd5s8d,300|-300,sethi.muskan.1,DeepStack 
r20000f,,,,Th7c9c9d,-100|100,DeepStack,sethi.muskan.1 
r300f,,,,Kh9s5cKs,-100|100,sethi.muskan.1,DeepStack 
r500c,cr1500f,,,9c8sJhKhQc9sAc,-500|500,DeepStack,sethi.muskan.1 
r300f,,,,8cKhJd8s,-100|100,sethi.muskan.1,DeepStack 
k,cr500c,cr2500c,k,Th5cQhQdAs5sTc4c2c,2500|-2500,DeepStack,sethi.muskan.1 
r300f,,,,TcJsQcKc,-100|100,sethi.muskan.1,DeepStack 
f,,,,2sAh4dQc,50|-50,DeepStack,sethi.muskan.1 
r200r600c,r1500f,,,JcQd4dTd5cKs2h,600|-600,sethi.muskan.1,DeepStack 
r250c,cr625c,k,k,Qh2hJhTd3hAc4c6d6h,625|-625,DeepStack,sethi.muskan.1 
r300r900c,r2700c,k,r20000f,7h5h8h8s6c6d4dAdQh,2700|-2700,sethi.muskan.1,DeepStack 
f,,,,5d8cJd2s,50|-50,DeepStack,sethi.muskan.1 
r300r20000f,,,,5d5hJdKc,300|-300,sethi.muskan.1,DeepStack 
r300f,,,,Qs2dKs2s,-100|100,DeepStack,sethi.muskan.1 
cr300f,,,,As2hJc2s,100|-100,sethi.muskan.1,DeepStack 
r300c,k,r900c,cr2700f,Qs8hJc9c7hTd2d9d3d,-900|900,DeepStack,sethi.muskan.1 
r300f,,,,Kc3h3c4c,-100|100,sethi.muskan.1,DeepStack 
f,,,,8h4c3cQs,50|-50,DeepStack,sethi.muskan.1 
k,cr300f,,,8h4cTh3d9cAs3s,-100|100,sethi.muskan.1,DeepStack 
k,cr300c,cr900f,,Qh6cAcAsAd7sQcKc,-300|300,DeepStack,sethi.muskan.1 
f,,,,4h2c3s7h,50|-50,sethi.muskan.1,DeepStack 
cr300r750c,cr3750c,cr18750f,,KhJcQhQd6cKd9s5s,-3750|3750,DeepStack,sethi.muskan.1 
k,k,r300c,r20000f,AhKs9hAd4d3hAc6h7s,300|-300,sethi.muskan.1,DeepStack 
f,,,,4h2h5cTd,50|-50,DeepStack,sethi.muskan.1 
k,k,k,cr300f,Kc9d4d6c8sAd6d4c7s,-100|100,sethi.muskan.1,DeepStack 
r300f,,,,8c4d3d3c,-100|100,DeepStack,sethi.muskan.1 
cr20000f,,,,5h5s8s2s,100|-100,sethi.muskan.1,DeepStack 
r300c,k,k,k,5d7dJs7sQh3s9h8s8c,-300|300,DeepStack,sethi.muskan.1 
r300r900f,,,,Ac4sTs7h,300|-300,sethi.muskan.1,DeepStack 
f,,,,Ks2sJh2c,50|-50,DeepStack,sethi.muskan.1 
r300c,cr900f,,,Ah8h5s3c3h5dTc,-300|300,sethi.muskan.1,DeepStack 
f,,,,6s6dJh2c,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,6d9h3s8s,-100|100,sethi.muskan.1,DeepStack 
k,k,r300f,,2c9dAh2d4s8d6h9c,100|-100,DeepStack,sethi.muskan.1 
r300c,r900f,,,8dQh3c5c8hTc4s,300|-300,sethi.muskan.1,DeepStack 
k,k,k,cr300f,3h2cAd6s9dTh8sKcAs,-100|100,DeepStack,sethi.muskan.1 
r200c,r600c,r1800r3600r20000f,,KhKc6sQhTh9hQd9s,3600|-3600,sethi.muskan.1,DeepStack 
f,,,,QdTsJd2s,50|-50,DeepStack,sethi.muskan.1 
r200r600r1200c,cr3600f,,,9d5d8d4dTd3sJc,-1200|1200,sethi.muskan.1,DeepStack 
f,,,,Qd4c4h2d,50|-50,DeepStack,sethi.muskan.1 
cr300f,,,,7d6sTc4d,100|-100,sethi.muskan.1,DeepStack 
f,,,,7dKd4d6h,50|-50,DeepStack,sethi.muskan.1 
cr250c,k,k,r750f,Qd8c8d5c9s2sAc6cQc,250|-250,sethi.muskan.1,DeepStack 
r250c,k,k,k,Js9cKs4s6d7dAd3cTd,-250|250,DeepStack,sethi.muskan.1 
r300r900f,,,,6dAdJd5s,300|-300,sethi.muskan.1,DeepStack 
f,,,,Jd3s3c7s,50|-50,DeepStack,sethi.muskan.1 
cr200c,k,r20000f,,AcKh7cQd9s6sTsKd,200|-200,sethi.muskan.1,DeepStack 
f,,,,2dJc8hQc,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,Td6h7sAh,-100|100,sethi.muskan.1,DeepStack 
f,,,,3h8hQs6d,50|-50,DeepStack,sethi.muskan.1 
cr300c,r900f,,,KdQh9hQd6h3s3h,300|-300,sethi.muskan.1,DeepStack 
r300f,,,,2d9s3h3c,-100|100,DeepStack,sethi.muskan.1 
r300r1500f,,,,8sAsJd6d,300|-300,sethi.muskan.1,DeepStack 
f,,,,4s5dQc3s,50|-50,DeepStack,sethi.muskan.1 
r200c,k,cr400f,,7d9d9s8sKcKh2cQc,-200|200,sethi.muskan.1,DeepStack 
f,,,,Qd4d6c2h,50|-50,DeepStack,sethi.muskan.1 
r200r600c,r1800c,r9000f,,QdJs6sKcKsJh2sQs,1800|-1800,sethi.muskan.1,DeepStack 
r200c,cr600c,cr3000c,cr20000f,8hJsKhAh7sKs8dTcAc,-3000|3000,DeepStack,sethi.muskan.1 
r300c,r900f,,,TcJdAd7sTh5h2s,300|-300,sethi.muskan.1,DeepStack 
f,,,,As2h7h5c,50|-50,DeepStack,sethi.muskan.1 
r300r900f,,,,4d6dKd4h,300|-300,sethi.muskan.1,DeepStack 
cr300f,,,,Ks7s9c8h,100|-100,DeepStack,sethi.muskan.1 
r300f,,,,9d6c5sQs,-100|100,sethi.muskan.1,DeepStack 
r300c,cr900f,,,9sJcKh9hKc7c4s,-300|300,DeepStack,sethi.muskan.1 
r300r900f,,,,9dAd7sJc,300|-300,sethi.muskan.1,DeepStack 
f,,,,Ks9d4dQs,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,Td3cAsAc,-100|100,sethi.muskan.1,DeepStack 
f,,,,4hQh2c5s,50|-50,DeepStack,sethi.muskan.1 
k,k,cr200f,,Js9d4d7dAh3s7h6c,-100|100,sethi.muskan.1,DeepStack 
f,,,,4sAd2s8s,50|-50,DeepStack,sethi.muskan.1 
f,,,,QhQc4s2h,50|-50,sethi.muskan.1,DeepStack 
f,,,,8sKh7sQh,50|-50,DeepStack,sethi.muskan.1 
r300c,k,r900c,k,4h5h2s6s5cTd2h3d3s,900|-900,sethi.muskan.1,DeepStack 
r200r600c,r1800f,,,2d2sAhQh7s6d9s,600|-600,DeepStack,sethi.muskan.1 
r200f,,,,5d9sJs8c,-100|100,sethi.muskan.1,DeepStack 
cr300r900c,k,k,cr2700f,As9hAdKsJc2s8dQs4d,-900|900,DeepStack,sethi.muskan.1 
r300c,cr900f,,,Ac5h4h3hTdKc2h,-300|300,sethi.muskan.1,DeepStack 
f,,,,4s7d9s5c,50|-50,DeepStack,sethi.muskan.1 
cr300f,,,,KsQs3sJc,100|-100,sethi.muskan.1,DeepStack 
r200f,,,,3s8dAdKs,-100|100,DeepStack,sethi.muskan.1 
r300f,,,,3sTs2hAs,-100|100,sethi.muskan.1,DeepStack 
r500f,,,,Th4c4hAh,-100|100,DeepStack,sethi.muskan.1 
r300c,cr600c,cr1200f,,9d4d8cTdKc2s9hAs,-600|600,sethi.muskan.1,DeepStack 
f,,,,KcAdQd6h,50|-50,DeepStack,sethi.muskan.1 
f,,,,5c4s9c3s,50|-50,sethi.muskan.1,DeepStack 
f,,,,9s6h4d5s,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,4cThQsJd,-100|100,sethi.muskan.1,DeepStack 
cr300c,r600c,k,k,7hJhQc9h5s9d4hKs2h,-600|600,DeepStack,sethi.muskan.1 
r300r500c,k,r1500f,,Kd3c8hQcTc7h7dTs,500|-500,sethi.muskan.1,DeepStack 
f,,,,Jd9s2d5s,50|-50,DeepStack,sethi.muskan.1 
r300r900c,r2700c,k,k,7s6s3s3d4h4d2c5hJs,-2700|2700,sethi.muskan.1,DeepStack 
r300r900r20000c,,,,9h9c2s2cQcKdQsQd3s,20000|-20000,DeepStack,sethi.muskan.1 
r200r600c,r3000f,,,QcKs8hJsQdKd4s,600|-600,sethi.muskan.1,DeepStack 
f,,,,4sAc4c5d,50|-50,DeepStack,sethi.muskan.1 
r300c,cr900f,,,9hKsAd7s7h8s2d,-300|300,sethi.muskan.1,DeepStack 
r200c,cr600f,,,Qc8dAd6s6d3d4s,-200|200,DeepStack,sethi.muskan.1 
r200f,,,,4sQd6h9d,-100|100,sethi.muskan.1,DeepStack 
r300r900c,k,r1800f,,5dAd8sAc2hQh5s2s,900|-900,DeepStack,sethi.muskan.1 
k,r300f,,,4d9h3s6c8h2d9c,100|-100,sethi.muskan.1,DeepStack 
r200r600r1000c,k,k,cr3000f,QdKsKcKh5h7d5dAd6h,-1000|1000,DeepStack,sethi.muskan.1 
r300c,cr600f,,,2dAs6sJs9cQhQs,-300|300,sethi.muskan.1,DeepStack 
r300f,,,,5d4hJc9c,-100|100,DeepStack,sethi.muskan.1 
cr200c,r600f,,,KcKh3h7dThAh2h,200|-200,sethi.muskan.1,DeepStack 
f,,,,Jd4c6d3h,50|-50,DeepStack,sethi.muskan.1 
r300c,cr600f,,,4d3dKc5cQcQs7s,-300|300,sethi.muskan.1,DeepStack 
f,,,,8h5d8d7s,50|-50,DeepStack,sethi.muskan.1 
k,cr200f,,,JhKdTd4c2s3hQc,-100|100,sethi.muskan.1,DeepStack 
k,cr300c,k,k,6c2sKd5dKsJs6s9s8c,300|-300,DeepStack,sethi.muskan.1 
r200r600c,cr1200f,,,KdTdKsQsAc9c4s,-600|600,sethi.muskan.1,DeepStack 
f,,,,4h6c8s9c,50|-50,DeepStack,sethi.muskan.1 
r300r900c,r2700c,cr5400f,,8cAd2c5c3h2h2d5s,-2700|2700,sethi.muskan.1,DeepStack 
r500f,,,,Qs2h5c5d,-100|100,DeepStack,sethi.muskan.1 
r200r1000f,,,,8hAh5c6h,200|-200,sethi.muskan.1,DeepStack 
f,,,,Th9c3d4h,50|-50,DeepStack,sethi.muskan.1 
k,cr200f,,,8s5hQh3cAsAdKc,-100|100,sethi.muskan.1,DeepStack 
r200c,cr600c,k,r1200f,9dJsThAdKdQsQc7c7s,600|-600,DeepStack,sethi.muskan.1 
k,r250f,,,3d2d8s7d5sQcJh,100|-100,sethi.muskan.1,DeepStack 
f,,,,Td9hTc6c,50|-50,DeepStack,sethi.muskan.1 
r300c,cr600f,,,QhJc5c7d5h3d8s,-300|300,sethi.muskan.1,DeepStack 
f,,,,4d9c3sJc,50|-50,DeepStack,sethi.muskan.1 
f,,,,KsQh2h8s,50|-50,sethi.muskan.1,DeepStack 
f,,,,3cQs8h6s,50|-50,DeepStack,sethi.muskan.1 
k,k,k,k,Jd6h3hJsQh5cKdAcKh,0|0,sethi.muskan.1,DeepStack 
f,,,,JdKsJs2h,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,Th7dTd7c,-100|100,sethi.muskan.1,DeepStack 
f,,,,2cAcTs3s,50|-50,DeepStack,sethi.muskan.1 
r300r900c,r2250f,,,3h3c5sAcTd8sQs,900|-900,sethi.muskan.1,DeepStack 
r300f,,,,6d2cQdJd,-100|100,DeepStack,sethi.muskan.1 
cr300r900c,r2700c,r6750c,r20000c,3dAc7h7c7d8cAsAhQh,-20000|20000,sethi.muskan.1,DeepStack 
f,,,,Js3h8hKc,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,8h3d3c4h,-100|100,sethi.muskan.1,DeepStack 
f,,,,6s6d6hQs,50|-50,DeepStack,sethi.muskan.1 
f,,,,2s2h3c7s,50|-50,sethi.muskan.1,DeepStack 
f,,,,Kh9h7dJh,50|-50,DeepStack,sethi.muskan.1 
f,,,,4d2d7s3h,50|-50,sethi.muskan.1,DeepStack 
f,,,,Jh4c4s3c,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,3c8dTdQs,-100|100,sethi.muskan.1,DeepStack 
r300f,,,,2c3hAc9d,-100|100,DeepStack,sethi.muskan.1 
r200f,,,,Th4sAc9c,-100|100,sethi.muskan.1,DeepStack 
f,,,,7h4s8cKh,50|-50,DeepStack,sethi.muskan.1 
r300r750c,r2250f,,,7h4h5d3h9hQdQs,750|-750,sethi.muskan.1,DeepStack 
r250f,,,,3h8cQd9d,-100|100,DeepStack,sethi.muskan.1 
r300c,r900c,r2700f,,Kc2d9s8h5hKd7c3h,900|-900,sethi.muskan.1,DeepStack 
k,k,r200f,,9h8dTd6d6cJsAh4d,100|-100,DeepStack,sethi.muskan.1 
k,k,k,cr200f,6h4s5s9c2dKhKc9s2h,-100|100,sethi.muskan.1,DeepStack 
f,,,,4h9s8sQc,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,5d7hKdTc,-100|100,sethi.muskan.1,DeepStack 
f,,,,Td3d6hJc,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,4d2h5d2d,-100|100,sethi.muskan.1,DeepStack 
r300c,k,r900c,r2700f,5d4cKhJh3hQd2cTc7c,900|-900,DeepStack,sethi.muskan.1 
r200f,,,,5d4s7sQh,-100|100,sethi.muskan.1,DeepStack 
r250f,,,,5h3dAdKh,-100|100,DeepStack,sethi.muskan.1 
k,cr200f,,,7sKdAh5s4d2hTh,-100|100,sethi.muskan.1,DeepStack 
f,,,,JcTd8cTh,50|-50,DeepStack,sethi.muskan.1 
f,,,,JdKc8c3h,50|-50,sethi.muskan.1,DeepStack 
r200c,cr600f,,,6h4cKdAdKcAc9c,-200|200,DeepStack,sethi.muskan.1 
f,,,,4cTh2c3h,50|-50,sethi.muskan.1,DeepStack 
f,,,,Js6s8h2c,50|-50,DeepStack,sethi.muskan.1 
k,cr200c,k,cr600f,7cThTd9s6h4d8c7h3s,-200|200,sethi.muskan.1,DeepStack 
r200r600c,k,r1200c,cr3600f,KhTsAc2s8dKc6cAs6h,-1200|1200,DeepStack,sethi.muskan.1 
r200c,cr400f,,,Jh6hKd7s4c7dTd,-200|200,sethi.muskan.1,DeepStack 
k,k,k,k,5d4s4c2c3h8h8c5hQs,100|-100,DeepStack,sethi.muskan.1 
r200c,k,k,cr400f,TdKd6dTh7s8sAc4h3s,-200|200,sethi.muskan.1,DeepStack 
r200c,cr600f,,,2d6d9d9hKc8c7s,-200|200,DeepStack,sethi.muskan.1 
r300r1500r20000c,,,,7c7hAsKdKh6dQc9cQs,-20000|20000,sethi.muskan.1,DeepStack 
f,,,,9h3c3h7d,50|-50,DeepStack,sethi.muskan.1 
f,,,,Tc9s2d4h,50|-50,sethi.muskan.1,DeepStack 
r200c,cr500f,,,4c7hJcKdKc6dAc,-200|200,DeepStack,sethi.muskan.1 
cr300f,,,,JsAd9d4s,100|-100,sethi.muskan.1,DeepStack 
cr300r900c,cr2700c,k,r5400c,8c8dAcQd6h7c2c4h2s,5400|-5400,DeepStack,sethi.muskan.1 
cr300f,,,,QsTdJd3s,100|-100,sethi.muskan.1,DeepStack 
f,,,,AhAcTc3h,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,4d2hQcTc,-100|100,sethi.muskan.1,DeepStack 
f,,,,3sQd6d8s,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,3d8s5c4d,-100|100,sethi.muskan.1,DeepStack 
f,,,,5sKh5h3d,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,6c2sJhJd,-100|100,sethi.muskan.1,DeepStack 
r200c,k,k,k,5dAsAc4dJh8d4c3s2h,200|-200,DeepStack,sethi.muskan.1 
r200f,,,,3c9sAs6d,-100|100,sethi.muskan.1,DeepStack 
r200r600c,r1200c,k,k,KsKhAsKcJdJhTh4d5d,1200|-1200,DeepStack,sethi.muskan.1 
r200f,,,,Jc8d2hJh,-100|100,sethi.muskan.1,DeepStack 
r250f,,,,2d8h9cAd,-100|100,DeepStack,sethi.muskan.1 
r300r750c,k,k,cr2250f,8sJs8d7d4d6dAdAcKs,-750|750,sethi.muskan.1,DeepStack 
f,,,,AsKd3c4h,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,3c8sJc6c,-100|100,sethi.muskan.1,DeepStack 
f,,,,Td4d9s2h,50|-50,DeepStack,sethi.muskan.1 
f,,,,JcQh3c2h,50|-50,sethi.muskan.1,DeepStack 
r200c,cr600f,,,5cThAhJd2cKs2d,-200|200,DeepStack,sethi.muskan.1 
f,,,,7s2d5d2s,50|-50,sethi.muskan.1,DeepStack 
r200r600c,r1200r20000f,,,9d9cTdAsAc7s4s,-1200|1200,DeepStack,sethi.muskan.1 
r300r750c,k,r2250f,,Ks8s7c3cJcJsAhKd,750|-750,sethi.muskan.1,DeepStack 
f,,,,9h7c4sJc,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,2h3c3sJs,-100|100,sethi.muskan.1,DeepStack 
f,,,,5dJd6s9c,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,9s5hQdTh,-100|100,sethi.muskan.1,DeepStack 
f,,,,4cJd3c7h,50|-50,DeepStack,sethi.muskan.1 
k,cr200c,cr400r1200f,,9h4s6h7c3c4d4cAd,400|-400,sethi.muskan.1,DeepStack 
f,,,,Td6h6dTs,50|-50,DeepStack,sethi.muskan.1 
f,,,,8h5s5d2s,50|-50,sethi.muskan.1,DeepStack 
cr300f,,,,9sKs2c4h,100|-100,DeepStack,sethi.muskan.1 
r300r900r2700c,k,r8100f,,TcAsJs9cQhKsAh2c,2700|-2700,sethi.muskan.1,DeepStack 
f,,,,3hKd3d4h,50|-50,DeepStack,sethi.muskan.1 
k,cr300f,,,2s9dQh2cThJcAd,-100|100,sethi.muskan.1,DeepStack 
f,,,,TdKh6h4s,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,4cJsJc9c,-100|100,sethi.muskan.1,DeepStack 
f,,,,2dAs3cQs,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,3c2dKs8d,-100|100,sethi.muskan.1,DeepStack 
f,,,,7hQd4c7d,50|-50,DeepStack,sethi.muskan.1 
cr300c,r900f,,,Ah7sQs9cTc7d2c,300|-300,sethi.muskan.1,DeepStack 
f,,,,8h9h6d8s,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,5cKd9d6s,-100|100,sethi.muskan.1,DeepStack 
f,,,,6c9h6d7h,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,Kh2d6s5s,-100|100,sethi.muskan.1,DeepStack 
f,,,,3sJc5sQc,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,4d8sTsKc,-100|100,sethi.muskan.1,DeepStack 
f,,,,Ks4c3s3h,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,2hKs4h6c,-100|100,sethi.muskan.1,DeepStack 
f,,,,4sAd3hTd,50|-50,DeepStack,sethi.muskan.1 
k,cr300f,,,5cQs6c5h2cAcTs,-100|100,sethi.muskan.1,DeepStack 
r300c,cr750c,cr1875f,,As4c3d3sJdTsJs9h,-750|750,DeepStack,sethi.muskan.1 
cr300c,r750r1500c,cr4500c,k,QcKs6c4c5c4hTdJh8c,-4500|4500,sethi.muskan.1,DeepStack 
r250r750r20000f,,,,7sJs8cJc,-750|750,DeepStack,sethi.muskan.1 
r300f,,,,4d3h3sQs,-100|100,sethi.muskan.1,DeepStack 
f,,,,5s3d7c4h,50|-50,DeepStack,sethi.muskan.1 
r200c,cr600c,k,r3000f,QhAdTd4dTh8cJh2s9d,600|-600,sethi.muskan.1,DeepStack 
r300r900c,cr2250f,,,JdQd8d9h4cKh4h,-900|900,DeepStack,sethi.muskan.1 
r300c,r900f,,,Ts6s4hJcQhQc3d,300|-300,sethi.muskan.4,DeepStack 
f,,,,6sAs8h5c,50|-50,DeepStack,sethi.muskan.4 
r200r600f,,,,JhKs5d6h,200|-200,sethi.muskan.4,DeepStack 
r300f,,,,Kd2s4c2c,-100|100,DeepStack,sethi.muskan.4 
k,cr300f,,,Tc7s4d9h3d2d5s,-100|100,sethi.muskan.1,DeepStack 
cr300f,,,,9h4hJs3d,100|-100,sethi.muskan.4,DeepStack 
f,,,,4h8c4cTh,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,Jh6c4c2c,-100|100,sethi.muskan.4,DeepStack 
r250c,cr625f,,,6d9s3dJdTd4s5c,-250|250,DeepStack,sethi.muskan.4 
f,,,,KhQc2s9d,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,9d3sTdKd,-100|100,sethi.muskan.1,DeepStack 
r300c,cr600c,k,r1800c,TdQh7dJc2dTs6dJh9c,-1800|1800,sethi.muskan.4,DeepStack 
cr300c,r600c,r1200f,,As4sQd8d6d4c3s3c,600|-600,DeepStack,sethi.muskan.1 
r200r600c,cr1500c,cr4500f,,2cAcKd8s5h5d4hQs,-1500|1500,DeepStack,sethi.muskan.4 
r200c,k,r600f,,8s4cQh8c2sTs3c4h,200|-200,sethi.muskan.4,DeepStack 
r300f,,,,6d4h7dKs,-100|100,sethi.muskan.1,DeepStack 
r300f,,,,2d4cTc6c,-100|100,DeepStack,sethi.muskan.4 
cr250f,,,,Kc9dTs5d,100|-100,sethi.muskan.4,DeepStack 
r300f,,,,3cQhJh9h,-100|100,DeepStack,sethi.muskan.1 
cr300c,k,r600c,k,Kh8h5d9d6d9c6s8sAh,-600|600,DeepStack,sethi.muskan.4 
k,r300f,,,Jh7c2cTs5c4d8c,100|-100,sethi.muskan.1,DeepStack 
cr250c,r750f,,,9s5sJc4s2sKsKh,250|-250,sethi.muskan.4,DeepStack 
r300c,cr900f,,,7hQhKsTdKc8cJh,-300|300,DeepStack,sethi.muskan.4 
r300r900c,r2700c,cr8100c,k,9h9dTs3sTcQhJd9s5h,8100|-8100,DeepStack,sethi.muskan.1 
k,r300f,,,Kc7d5h8cAd3h7s,100|-100,sethi.muskan.4,DeepStack 
r500f,,,,7h9s6dKd,-100|100,DeepStack,sethi.muskan.4 
k,r300c,k,r900c,6hTc4dKdKh6d2c4c7c,-900|900,sethi.muskan.1,DeepStack 
r300r900c,r2700f,,,4dAs9cAh9hKcQd,900|-900,sethi.muskan.4,DeepStack 
r200r600c,r1200c,k,cr3600f,AdKh7sAh6s2d5h3sTc,-1200|1200,DeepStack,sethi.muskan.4 
r200c,r500c,cr1000f,,8h7cAs3c4s4hQhQc,-500|500,sethi.muskan.4,DeepStack 
f,,,,3h7cJs6s,50|-50,DeepStack,sethi.muskan.1 
k,k,r300f,,2c7hKd2d6c3c3h6d,100|-100,sethi.muskan.1,DeepStack 
r200c,cr600f,,,3s8s7dAdQd7s9h,-200|200,DeepStack,sethi.muskan.4 
r300c,k,r900f,,KsJd2dQd6h6dAsTs,300|-300,sethi.muskan.4,DeepStack 
k,r200c,cr600f,,3d7d8cTs5hAc6c5c,-200|200,DeepStack,sethi.muskan.1 
r200c,cr600r1200f,,,5d9hQd4c3s9s9c,600|-600,DeepStack,sethi.muskan.4 
f,,,,5hJh8h3s,50|-50,sethi.muskan.1,DeepStack 
f,,,,8cKs2c3d,50|-50,sethi.muskan.4,DeepStack 
r250c,k,r500f,,7d6s6c7sTs4s2s2d,250|-250,DeepStack,sethi.muskan.1 
r500f,,,,5cQdQcKs,-100|100,DeepStack,sethi.muskan.4 
r300r500c,r600r1800f,,,KsJsJdQd3dTh5d,-600|600,sethi.muskan.4,DeepStack 
k,cr200f,,,Jc6h9d6cKd5c7d,-100|100,sethi.muskan.1,DeepStack 
r200c,cr600f,,,QhJs3sKc3d6cAd,-200|200,DeepStack,sethi.muskan.4 
r300f,,,,9h3sQsTh,-100|100,DeepStack,sethi.muskan.1 
cr500c,k,r1500c,r20000f,TsQdAs5dJsJc5hQcJd,1500|-1500,sethi.muskan.4,DeepStack 
r300r900c,r2700f,,,5d3dKs7s6sQhAc,900|-900,sethi.muskan.1,DeepStack 
f,,,,TdQs4h7d,50|-50,DeepStack,sethi.muskan.4 
r200c,cr600f,,,2dJcTs7s4sQs4h,-200|200,DeepStack,sethi.muskan.1 
f,,,,7s5c8c3d,50|-50,sethi.muskan.4,DeepStack 
r200c,cr500c,k,k,2hQsAs4c8d7s2s3dKs,500|-500,DeepStack,sethi.muskan.4 
r200r300c,r900c,k,r4500c,Qs9cQhJh3sJs9s5dQc,-4500|4500,sethi.muskan.1,DeepStack 
f,,,,4cQh3c9h,50|-50,sethi.muskan.4,DeepStack 
r200r600c,cr1800c,cr5400f,,TsTdAd9s9dJdAsJc,-1800|1800,DeepStack,sethi.muskan.4 
r200c,cr600f,,,4h6d2s6s8d9sTs,-200|200,DeepStack,sethi.muskan.1 
r300f,,,,5c3d5h3s,-100|100,sethi.muskan.4,DeepStack 
f,,,,5sKs3s4c,50|-50,DeepStack,sethi.muskan.4 
k,r300f,,,KhAd2s5d6s7sTs,100|-100,sethi.muskan.1,DeepStack 
k,k,cr200f,,8sQh4s6h3c4c5h9h,-100|100,sethi.muskan.4,DeepStack 
r200c,cr600r1200c,cr3000c,k,Kh2s3cQs3sKsKdAd6c,3000|-3000,DeepStack,sethi.muskan.1 
r200c,cr600c,k,k,8sAdTs8h3h6h3cQsTd,-600|600,DeepStack,sethi.muskan.4 
r300c,cr600f,,,4h9hKsTsTdQs7h,-300|300,sethi.muskan.1,DeepStack 
