"","p1_luckeq","p2_luckeq","p1_skilleq","p2_skilleq","p1_chips","p2_chips"
"317",-3.48,3.48,404.74,-404.74,980,1020
"318",6.04,-6.04,0,0,1010,990
"319",-5.63,5.63,0,0,1010,990
"320",-7.73,7.73,0,0,1010,990
"321",4.03,-4.03,0,0,1010,990
"322",0.699999999999999,-0.699999999999999,0,0,1010,990
"323",0.43,-0.430000000000001,0,0,1010,990
"324",-5.18,5.18,0,0,1010,990
"325",-5.03,5.03,0,0,1010,990
"326",1.15,-1.15,0,0,1010,990
"327",-10.16,10.16,0,0,1010,990
"328",0.0400000000000027,-0.0400000000000009,0,0,1010,990
"329",-8.72,8.72,0,0,1010,990
"330",6.49,-6.49,0,0,1010,990
"331",-6.71,6.71,0,0,1010,990
"332",-3.77,3.77,0,0,1010,990
"333",-3.53,3.53,0,0,1010,990
"334",-0.59,0.59,0,0,1010,990
"335",-6.83,6.83,0,0,1010,990
"336",-9.35,9.35,0,0,1010,990
"337",0.25,-0.250000000000002,0,0,1010,990
"338",0.280000000000001,-0.280000000000001,0,0,1010,990
"339",-7.73,7.73,0,0,1010,990
"340",-7.61,7.61,0,0,1010,990
"341",-3.29,3.29,0,0,1010,990
"342",-7.07,7.07,0,0,1010,990
"343",5.44,-5.44,0,0,1010,990
"344",-0.469999999999999,0.469999999999999,0,0,1010,990
"345",-5.63,5.63,0,0,1010,990
"346",-10.55,10.55,0,0,1010,990
"347",-0.530000000000001,0.529999999999999,0,0,1010,990
"348",-2.48,2.48,0,0,1010,990
"349",-9.59,9.59,0,0,1010,990
"350",-2.75,2.75,0,0,1010,990
"351",-3.35,3.35,0,0,1010,990
"352",-6.2,6.2,0,0,1010,990
"353",-1.79,1.79,0,0,1010,990
"354",-2.42,2.42,0,0,1010,990
"355",-4.7,4.7,0,0,1010,990
"356",9.43,-9.43,0,0,1010,990
"357",-0.829999999999998,0.83,0,0,1010,990
"358",-3.8,3.8,0,0,1010,990
"359",-9.47,9.47,0,0,1010,990
"360",-3.41,3.41,0,0,1010,990
"361",-3.59,3.59,0,0,1010,990
"362",-6.41,6.41,0,0,1010,990
"363",-3.95,3.95,0,0,1010,990
"364",-9.62,9.62,0,0,1010,990
"365",0.610000000000003,-0.610000000000001,0,0,1010,990
"366",-9.8,9.8,0,0,1010,990
"367",-8.66,8.66,0,0,1010,990
"368",0.0700000000000003,-0.0700000000000003,0,0,1010,990
"369",-0.739999999999998,0.74,0,0,1010,990
"370",-2.36,2.36,0,0,1010,990
"371",-8.36,8.36,0,0,1010,990
"372",-8.96,8.96,0,0,1010,990
"373",5.68,-5.68,0,0,1010,990
"374",-7.61,7.61,0,0,1010,990
"375",-3.65,3.65,0,0,1010,990
"376",2.62,-2.62,0,0,1010,990
"377",-1.34,1.34,0,0,1010,990
"378",2.23,-2.23,0,0,1010,990
"379",-2.93,2.93,0,0,1010,990
"380",-1.25,1.25,0,0,1010,990
"381",-7.91,7.91,0,0,1010,990
"382",-11.09,11.09,0,0,1010,990
"383",-0.880000000000003,0.880000000000003,468.44,-468.44,980,1020
"384",-4.22,4.22,0,0,1010,990
"385",-10.55,10.55,0,0,1010,990
"386",-0.41,0.41,0,0,1010,990
"387",-9.65,9.65,0,0,1010,990
"388",-4.43,4.43,0,0,1010,990
"389",-5.54,5.54,0,0,1010,990
"390",-8.21,8.21,0,0,1010,990
"391",-7.76,7.76,0,0,1010,990
"392",-8.3,8.3,0,0,1010,990
"393",-12.68,12.68,179.34,-179.34,980,1020
"394",-8.6,8.6,0,0,1010,990
"395",-9.26,9.26,0,0,1010,990
"396",-2.72,2.72,0,0,1010,990
"397",-5.24,5.24,0,0,1010,990
"398",-0.289999999999999,0.289999999999999,0,0,1010,990
"399",-7.25,7.25,0,0,1010,990
"400",5.92,-5.92,0,0,1010,990
"401",-2.54,2.54,0,0,1010,990
"402",-5.72,5.72,0,0,1010,990
"403",-1.61,1.61,0,0,1010,990
"404",-5.18,5.18,0,0,1010,990
"405",-0.739999999999998,0.74,0,0,1010,990
"406",-2.09,2.09,0,0,1010,990
"407",-8.9,8.9,0,0,1010,990
"408",-2.42,2.42,0,0,1010,990
"409",-0.439999999999998,0.44,0,0,1010,990
"410",0.939999999999998,-0.939999999999998,0,0,1010,990
"411",-5,5,0,0,1010,990
"412",-3.77,3.77,0,0,1010,990
"413",-2.03,2.03,0,0,1010,990
"414",-9.32,9.32,0,0,1010,990
"415",2.14,-2.14,0,0,1010,990
"416",1.87,-1.87,0,0,1010,990
"417",-0.109999999999999,0.109999999999999,0,0,1010,990
"418",-10.46,10.46,0,0,1010,990
"419",-9.59,9.59,0,0,1010,990
"420",-10.64,10.64,0,0,1010,990
"421",-7.91,7.91,0,0,1010,990
"422",-4.52,4.52,0,0,1010,990
"423",-1.1,1.1,0,0,1010,990
"424",8.6,-8.6,421.4,-421.4,2000,0
"425",-6.8,6.8,0,0,1010,990
"426",-3.35,3.35,0,0,1010,990
"427",-2.06,2.06,0,0,1010,990
"428",0.0700000000000003,-0.0700000000000003,0,0,1010,990
"429",-12.8,12.8,0,0,1010,990
"430",0.310000000000002,-0.310000000000002,0,0,1010,990
"431",-4.28,4.28,0,0,1010,990
"432",0.580000000000002,-0.580000000000002,0,0,1010,990
"433",-0.5,0.5,0,0,1010,990
"434",-6.71,6.71,0,0,1010,990
"435",-3.32,3.32,0,0,1010,990
"436",-5.78,5.78,0,0,1010,990
"437",-9.41,9.41,0,0,1010,990
"438",-11.78,11.78,0,0,1010,990
"439",-6.89,6.89,0,0,1010,990
"440",-7.73,7.73,0,0,1010,990
"441",-7.4,7.4,0,0,1010,990
"442",-10.46,10.46,0,0,1010,990
"443",4.96,-4.96,0,0,1010,990
"444",4.66,-4.66,0,0,1010,990
"445",-4.94,4.94,0,0,1010,990
"446",0.849999999999998,-0.849999999999998,0,0,1010,990
"447",-9.14,9.14,0,0,1010,990
"448",2.02,-2.02,0,0,1010,990
"449",-7.97,7.97,0,0,1010,990
"450",-0.739999999999998,0.74,0,0,1010,990
"451",-0.710000000000001,0.709999999999999,0,0,1010,990
"452",0.520000000000003,-0.520000000000001,0,0,1010,990
"453",-9.2,9.2,0,0,1010,990
"454",-10.94,10.94,0,0,1010,990
"455",-9.44,9.44,0,0,1010,990
"456",-8.48,8.48,0,0,1010,990
"457",-7.16,7.16,0,0,1010,990
"458",-4.48,4.48,380.24,-380.24,980,1020
"459",-9.76,9.76,250.88,-250.88,980,1020
"460",1.06,-1.06,0,0,1010,990
"461",-4.7,4.7,0,0,1010,990
"462",-8.12,8.12,0,0,1010,990
"463",-6.59,6.59,0,0,1010,990
"464",1.06,-1.06,0,0,1010,990
"465",-7.58,7.58,0,0,1010,990
"466",1.03,-1.03,0,0,1010,990
"467",-4.25,4.25,0,0,1010,990
"468",-7.52,7.52,0,0,1010,990
"469",-8.96,8.96,0,0,1010,990
"470",-4.34,4.34,0,0,1010,990
"471",-5.3,5.3,0,0,1010,990
"472",-0.530000000000001,0.529999999999999,0,0,1010,990
"473",-6.08,6.08,341.04,-341.04,980,1020
"474",-7.85,7.85,0,0,1010,990
"475",-4.73,4.73,0,0,1010,990
"476",0.100000000000001,-0.100000000000001,0,0,1010,990
"477",0.220000000000002,-0.220000000000001,0,0,1010,990
"478",-2.99,2.99,0,0,1010,990
"479",-6.68,6.68,0,0,1010,990
"480",-4.97,4.97,0,0,1010,990
"481",-8.78,8.78,0,0,1010,990
"482",-0.439999999999998,0.44,0,0,1010,990
"483",-10.13,10.13,0,0,1010,990
"484",1.6,-1.6,0,0,1010,990
"485",-7.76,7.76,0,0,1010,990
"486",-7.07,7.07,0,0,1010,990
"487",1,-0.999999999999998,0,0,1010,990
"488",-11.36,11.36,0,0,1010,990
"489",-7.13,7.13,0,0,1010,990
"490",-8.87,8.87,0,0,1010,990
"491",-8.3,8.3,0,0,1010,990
"492",-12.68,12.68,179.34,-179.34,980,1020
"493",-3.26,3.26,0,0,1010,990
"494",-8.69,8.69,0,0,1010,990
"495",-3.56,3.56,0,0,1010,990
"496",-4.4,4.4,0,0,1010,990
"497",-9.5,9.5,0,0,1010,990
"498",-8.12,8.12,0,0,1010,990
"499",-0.32,0.319999999999999,0,0,1010,990
"500",-1.79,1.79,0,0,1010,990
"501",-7.07,7.07,0,0,1010,990
"502",-4.37,4.37,0,0,1010,990
"503",-10.1,10.1,0,0,1010,990
"504",-1.1,1.1,0,0,1010,990
"505",-10.92,10.92,222.46,-222.46,980,1020
"506",-0.890000000000001,0.890000000000001,0,0,1010,990
"507",-6.56,6.56,0,0,1010,990
"508",-7.64,7.64,0,0,1010,990
"509",2.08,-2.08,0,0,1010,990
"510",-9.11,9.11,0,0,1010,990
"511",-7.28,7.28,0,0,1010,990
"512",-2.75,2.75,0,0,1010,990
"513",-1.97,1.97,0,0,1010,990
"514",-10.49,10.49,0,0,1010,990
"515",-8.03,8.03,0,0,1010,990
"516",-2.15,2.15,0,0,1010,990
"517",-8.33,8.33,0,0,1010,990
"518",-9.89,9.89,0,0,1010,990
"519",0.25,-0.250000000000002,0,0,1010,990
"520",0.759999999999998,-0.759999999999998,0,0,1010,990
"521",4.84,-4.84,0,0,1010,990
"522",-11.45,11.45,0,0,1010,990
"523",-6.5,6.5,0,0,1010,990
"524",-5.63,5.63,0,0,1010,990
"525",-5.36,5.36,0,0,1010,990
"526",-1.82,1.82,0,0,1010,990
"527",1.51,-1.51,0,0,1010,990
"528",-3.02,3.02,0,0,1010,990
"529",-2.09,2.09,0,0,1010,990
"530",-0.98,0.98,0,0,1010,990
"531",-9.32,9.32,0,0,1010,990
"532",2.41,-2.41,0,0,1010,990
"533",-11.12,11.12,0,0,1010,990
"534",-1.55,1.55,0,0,1010,990
"535",-2.06,2.06,0,0,1010,990
"536",3.7,-3.7,0,0,1010,990
"537",-7.46,7.46,0,0,1010,990
"538",-1.19,1.19,0,0,1010,990
"539",0.639999999999997,-0.639999999999999,0,0,1010,990
"540",-6.14,6.14,0,0,1010,990
"541",-2.09,2.09,0,0,1010,990
"542",-6.44,6.44,0,0,1010,990
"543",-10.79,10.79,0,0,1010,990
"544",-9.26,9.26,0,0,1010,990
"545",1.54,-1.54,0,0,1010,990
"546",5.26,-5.26,0,0,1010,990
"547",-7.34,7.34,0,0,1010,990
"548",-7.55,7.55,0,0,1010,990
"549",-2.18,2.18,0,0,1010,990
"550",-6.5,6.5,0,0,1010,990
"551",-7.01,7.01,0,0,1010,990
"552",-0.800000000000001,0.799999999999999,0,0,1010,990
"553",4.63,-4.63,0,0,1010,990
"554",-8.12,8.12,0,0,1010,990
"555",-13.48,13.48,159.74,-159.74,980,1020
"556",-8.33,8.33,0,0,1010,990
"557",-6.23,6.23,0,0,1010,990
"558",0.370000000000001,-0.370000000000001,0,0,1010,990
"559",-5.66,5.66,0,0,1010,990
"560",-10.22,10.22,0,0,1010,990
"561",-1.16,1.16,0,0,1010,990
"562",-6.59,6.59,0,0,1010,990
"563",-9.2,9.2,0,0,1010,990
"564",-10.25,10.25,0,0,1010,990
"565",-9.8,9.8,0,0,1010,990
"566",1.93,-1.93,0,0,1010,990
"567",-3.38,3.38,0,0,1010,990
"568",-9.23,9.23,0,0,1010,990
"569",-1.64,1.64,0,0,1010,990
"570",-10.1,10.1,0,0,1010,990
"571",-1.82,1.82,0,0,1010,990
"572",-7.43,7.43,0,0,1010,990
"573",-3.26,3.26,0,0,1010,990
"574",-0.800000000000001,0.799999999999999,0,0,1010,990
"575",-1.34,1.34,0,0,1010,990
"576",-8.33,8.33,0,0,1010,990
"577",-2.44,2.44,430.22,-430.22,980,1020
"578",-3.2,3.2,0,0,1010,990
"579",-4.76,4.76,0,0,1010,990
"580",-6.2,6.2,0,0,1010,990
"581",-11.12,11.12,0,0,1010,990
"582",-6.56,6.56,0,0,1010,990
"583",-5.69,5.69,0,0,1010,990
"584",-6.53,6.53,0,0,1010,990
"585",-0.890000000000001,0.890000000000001,0,0,1010,990
"586",-3.62,3.62,0,0,1010,990
"587",-10.19,10.19,0,0,1010,990
"588",-5.93,5.93,0,0,1010,990
"589",-8.48,8.48,0,0,1010,990
"590",-8.27,8.27,0,0,1010,990
"591",-4.7,4.7,0,0,1010,990
"592",2.29,-2.29,0,0,1010,990
"593",-6.98,6.98,0,0,1010,990
"594",-8.66,8.66,0,0,1010,990
"595",-7.82,7.82,0,0,1010,990
"596",1.39,-1.39,0,0,1010,990
"597",2.29,-2.29,0,0,1010,990
"598",-4.61,4.61,0,0,1010,990
"599",-9.56,9.56,0,0,1010,990
"600",-2.84,2.84,0,0,1010,990
"601",-0.800000000000001,0.799999999999999,0,0,1010,990
"602",-9.05,9.05,0,0,1010,990
"603",7.54,-7.54,0,0,1010,990
"604",-0.32,0.319999999999999,0,0,1010,990
"605",-1.13,1.13,0,0,1010,990
"606",4.57,-4.57,0,0,1010,990
"607",-2.69,2.69,0,0,1010,990
"608",9.52,-9.52,0,0,1010,990
"609",-0.140000000000001,0.139999999999999,0,0,1010,990
"610",-12.92,12.92,173.46,-173.46,980,1020
"611",-8.93,8.93,0,0,1010,990
"612",-10.31,10.31,0,0,1010,990
"613",-1.13,1.13,0,0,1010,990
"614",-5.96,5.96,0,0,1010,990
"615",-9.11,9.11,0,0,1010,990
"616",-11.84,11.84,199.92,-199.92,980,1020
"617",-4.34,4.34,0,0,1010,990
"618",-7.01,7.01,0,0,1010,990
"619",5.47,-5.47,0,0,1010,990
"620",-1.04,1.04,0,0,1010,990
